Tiempo inversion[s]   Memoria[bytes]    Tamaño 
0.3473286999796983   34225000   1850 
0.5627952000068035   38025000   1950 
0.6020833000075072   40000000   2000 
0.8643828999774996   57600000   2400 
1.7618492000037804   108900000   3300 
4.396537499997066   211600000   4600 
5.725973499997053   250000000   5000 
18.554197000019485   562500000   7500 
41.46815450000577   1000000000   10000 
0.1013214000267908   10   1 
0.00033310000435449183   490   7 
0.0002179000002797693   1000   10 
0.00018850000924430788   4000   20 
0.00025439998717047274   25000   50 
0.0009333000052720308   49000   70 
0.0022293000074569136   72250   85 
0.0007898999901954085   100000   100 
0.0011535999947227538   225000   150 
0.0017795999883674085   400000   200 
0.002624100015964359   625000   250 
0.0035682999878190458   900000   300 
0.007932000007713214   1600000   400 
0.01347229999373667   2500000   500 
0.030173800012562424   5625000   750 
0.029537000023992732   6400000   800 
0.07019269999000244   9025000   950 
0.06443839997518808   10000000   1000 
0.10764559998642653   15625000   1250 
0.1852787000243552   19600000   1400 
0.21337049998692237   22500000   1500 
0.2920049999956973   27225000   1650 
0.3573653000057675   34225000   1850 
0.3996473999868613   38025000   1950 
0.4316048999899067   40000000   2000 
0.7651265999884345   57600000   2400 
1.7015973000088707   108900000   3300 
4.263994699984323   211600000   4600 
5.667272299993783   250000000   5000 
18.775416700023925   562500000   7500 
42.31664770000498   1000000000   10000 
0.10210059999371879   10   1 
0.0003732000186573714   490   7 
0.00035719998413696885   1000   10 
0.0003081000177189708   4000   20 
0.0005397000059019774   25000   50 
0.000906300003407523   49000   70 
0.0008735000155866146   72250   85 
0.0009292000031564385   100000   100 
0.0012889000063296407   225000   150 
0.002037899976130575   400000   200 
0.002855899976566434   625000   250 
0.0046381999854929745   900000   300 
0.008129399997415021   1600000   400 
0.008329800009960309   2500000   500 
0.032756000000517815   5625000   750 
0.031895399995846674   6400000   800 
0.07652850000886247   9025000   950 
0.07397970001329668   10000000   1000 
0.13984119999804534   15625000   1250 
0.18535980000160635   19600000   1400 
0.24404990000766702   22500000   1500 
0.2413492000196129   27225000   1650 
0.3852430999977514   34225000   1850 
0.4504531999991741   38025000   1950 
0.45072279998566955   40000000   2000 
0.7609036000212654   57600000   2400 
1.7754723000107333   108900000   3300 
4.481339399993885   211600000   4600 
5.808457100007217   250000000   5000 
17.84809819998918   562500000   7500 
40.82987320001121   1000000000   10000 
0.10874530000728555   10   1 
0.00022289998014457524   490   7 
0.00018259999342262745   1000   10 
0.00038129999302327633   4000   20 
0.0003449000068940222   25000   50 
0.0012254999892320484   49000   70 
0.0009104000055231154   72250   85 
0.0011756000167224556   100000   100 
0.0017204000032506883   225000   150 
0.0020862999954260886   400000   200 
0.0029470999725162983   625000   250 
0.0045482999994419515   900000   300 
0.011553999996976927   1600000   400 
0.038809799996670336   2500000   500 
0.04129379999358207   5625000   750 
0.04886359997908585   6400000   800 
0.07559699998819269   9025000   950 
0.09068270001444034   10000000   1000 
0.14821240000310354   15625000   1250 
0.21641470000031404   19600000   1400 
0.26484280001022853   22500000   1500 
0.33643739999388345   27225000   1650 
0.4768935999891255   34225000   1850 
0.4024855000025127   38025000   1950 
0.41874759999336675   40000000   2000 
0.7620714999793563   57600000   2400 
1.7333092000044417   108900000   3300 
4.540627099981066   211600000   4600 
5.524575899995398   250000000   5000 
18.064714100008132   562500000   7500 
40.61430109999492   1000000000   10000 
0.10146060000988655   10   1 
0.00019920000340789557   490   7 
0.00015539999003522098   1000   10 
0.00033239999902434647   4000   20 
0.0002578999847173691   25000   50 
0.0010159999947063625   49000   70 
0.0008302000060211867   72250   85 
0.0008846000127959996   100000   100 
0.001664000010350719   225000   150 
0.002008099982049316   400000   200 
0.0029847999976482242   625000   250 
0.003759300016099587   900000   300 
0.008447200001683086   1600000   400 
0.013896099990233779   2500000   500 
0.03980229998705909   5625000   750 
0.0462740000220947   6400000   800 
0.07209130001137964   9025000   950 
0.0969172999903094   10000000   1000 
0.15419080000719987   15625000   1250 
0.20933220000006258   19600000   1400 
0.24898159998701885   22500000   1500 
0.3372030999744311   27225000   1650 
0.5624051000049803   34225000   1850 
0.5662937000161037   38025000   1950 
0.5015115000132937   40000000   2000 
0.8592061999952421   57600000   2400 
1.9477762000169605   108900000   3300 
4.467852400004631   211600000   4600 
5.6741389999806415   250000000   5000 
17.986740499996813   562500000   7500 
44.78375840000808   1000000000   10000 
0.12393119998159818   10   1 
0.0003549999964889139   490   7 
0.00027630000840872526   1000   10 
0.00033229999826289713   4000   20 
0.0004687999899033457   25000   50 
0.0006484999903477728   49000   70 
0.0006203999801073223   72250   85 
0.0009686000121291727   100000   100 
0.0012493000249378383   225000   150 
0.004160199983743951   400000   200 
0.0030851000046823174   625000   250 
0.004156700015300885   900000   300 
0.008099800004856661   1600000   400 
0.014722500025527552   2500000   500 
0.055402500001946464   5625000   750 
0.04973609998705797   6400000   800 
0.08621350000612438   9025000   950 
0.10736500000348315   10000000   1000 
0.1844406999880448   15625000   1250 
0.25687089998973534   19600000   1400 
0.27891329998965375   22500000   1500 
0.37047890000394545   27225000   1650 
0.5362276000087149   34225000   1850 
0.5333066000021063   38025000   1950 
0.43086970000877045   40000000   2000 
0.7938875999825541   57600000   2400 
1.72286000000895   108900000   3300 
4.35301459999755   211600000   4600 
5.629771699983394   250000000   5000 
18.255567999993218   562500000   7500 
42.419934000005014   1000000000   10000 
0.09958590002497658   10   1 
0.0002730999840423465   490   7 
0.00015639999764971435   1000   10 
0.0003490000090096146   4000   20 
0.00031209998996928334   25000   50 
0.0006347000016830862   49000   70 
0.000527299998793751   72250   85 
0.0006700999801978469   100000   100 
0.0012732000031974167   225000   150 
0.0019982999947387725   400000   200 
0.00246540000080131   625000   250 
0.004083499981788918   900000   300 
0.008789400017121807   1600000   400 
0.008626499999081716   2500000   500 
0.029410899995127693   5625000   750 
0.04024349999963306   6400000   800 
0.07033670000964776   9025000   950 
0.10360190001665615   10000000   1000 
0.14154519999283366   15625000   1250 
0.17896019999170676   19600000   1400 
0.18826179997995496   22500000   1500 
0.2353451000235509   27225000   1650 
0.35157559998333454   34225000   1850 
0.4142530999961309   38025000   1950 
0.4443362000165507   40000000   2000 
0.7506450999935623   57600000   2400 
1.832850899983896   108900000   3300 
4.586687700008042   211600000   4600 
5.886612400005106   250000000   5000 
19.064348399988376   562500000   7500 
40.54684249998536   1000000000   10000 
