Tiempo inversion[s]   Memoria[bytes]    Tamaño 
0.11525920001440682   14440000   950 
0.12039480000385083   16000000   1000 
0.2115600999968592   25000000   1250 
0.27952519999234937   31360000   1400 
0.3345811999752186   36000000   1500 
0.4588270999956876   43560000   1650 
0.6379597000195645   54760000   1850 
0.7098784999980126   60840000   1950 
0.7532213000231422   64000000   2000 
1.219959599984577   92160000   2400 
3.201681800012011   174240000   3300 
8.395870300009847   338560000   4600 
10.875073000002885   400000000   5000 
35.0654720000166   900000000   7500 
80.55305670000962   1600000000   10000 
0.11901160000707023   16   1 
0.0004862000059802085   784   7 
0.00035680001019500196   1600   10 
0.0003806000167969614   6400   20 
0.0011519000108819455   40000   50 
0.0009877000120468438   78400   70 
0.0015531999815721065   115600   85 
0.001124400005210191   160000   100 
0.001992600009543821   360000   150 
0.0025639999948907644   640000   200 
0.002682399994228035   1000000   250 
0.006141499994555488   1440000   300 
0.00890740001341328   2560000   400 
0.019250100012868643   4000000   500 
0.05335160001413897   9000000   750 
0.05948390002595261   10240000   800 
0.12649019999662414   14440000   950 
0.12501970000448637   16000000   1000 
0.2485877999861259   25000000   1250 
0.28682770000887103   31360000   1400 
0.35962730000028387   36000000   1500 
0.4834968000068329   43560000   1650 
0.6863906999933533   54760000   1850 
0.7451898000144865   60840000   1950 
0.8508304000133649   64000000   2000 
1.370805799990194   92160000   2400 
3.775454799993895   174240000   3300 
8.975168300006771   338560000   4600 
11.514849599974696   400000000   5000 
36.438647800008766   900000000   7500 
83.59467500000028   1600000000   10000 
0.13518019998446107   16   1 
0.0004419999895617366   784   7 
0.0005067999882157892   1600   10 
0.0008175999973900616   6400   20 
0.001261299999896437   40000   50 
0.0010309000208508223   78400   70 
0.004892800003290176   115600   85 
0.001476000004913658   160000   100 
0.001400600012857467   360000   150 
0.002939899975899607   640000   200 
0.006907700008014217   1000000   250 
0.006059100007405505   1440000   300 
0.013432799984002486   2560000   400 
0.01810670000850223   4000000   500 
0.06959749999805354   9000000   750 
0.07198410001001321   10240000   800 
0.1388054999988526   14440000   950 
0.13833919999888167   16000000   1000 
0.33020910000777803   25000000   1250 
0.33902849999140017   31360000   1400 
0.3956074999878183   36000000   1500 
0.5236633000022266   43560000   1650 
0.6774131999991369   54760000   1850 
0.8019656999967992   60840000   1950 
1.04536280001048   64000000   2000 
1.424045699997805   92160000   2400 
3.6274705000105314   174240000   3300 
9.334471500013024   338560000   4600 
12.26533609998296   400000000   5000 
37.94049169999198   900000000   7500 
84.47380180002074   1600000000   10000 
0.17140749999089167   16   1 
0.0002998999843839556   784   7 
0.00033290000283159316   1600   10 
0.0009193000150844455   6400   20 
0.0004835000145249069   40000   50 
0.0006920000014360994   78400   70 
0.0012920000008307397   115600   85 
0.001729200012050569   160000   100 
0.0012292999890632927   360000   150 
0.011172300000907853   640000   200 
0.0033620000176597387   1000000   250 
0.004007899988209829   1440000   300 
0.015645000006770715   2560000   400 
0.02312629998777993   4000000   500 
0.056827599997632205   9000000   750 
0.07727380000869744   10240000   800 
0.1107993999903556   14440000   950 
0.12535960000241175   16000000   1000 
0.24581650001346134   25000000   1250 
0.34997360000852495   31360000   1400 
0.3637019000016153   36000000   1500 
0.5602341000048909   43560000   1650 
0.6871020999969915   54760000   1850 
0.827231400005985   60840000   1950 
1.6175565000157803   64000000   2000 
1.8195971999957692   92160000   2400 
3.5230804000166245   174240000   3300 
9.280327500018757   338560000   4600 
11.143049800011795   400000000   5000 
36.01671039999928   900000000   7500 
84.4405565999914   1600000000   10000 
0.17859450000105426   16   1 
0.00033420001273043454   784   7 
0.00036100001307204366   1600   10 
0.0005844999977853149   6400   20 
0.0006836999964434654   40000   50 
0.027432999981101602   78400   70 
0.0013065000239294022   115600   85 
0.0009552999981679022   160000   100 
0.0017738000024110079   360000   150 
0.0034585000248625875   640000   200 
0.008575300016673282   1000000   250 
0.005723200010834262   1440000   300 
0.012677399994572625   2560000   400 
0.020205600012559444   4000000   500 
0.05324429998290725   9000000   750 
0.06941150000784546   10240000   800 
0.11368989999755286   14440000   950 
0.12488319998374209   16000000   1000 
0.22274909997940995   25000000   1250 
0.30253209997317754   31360000   1400 
0.3662844999926165   36000000   1500 
0.519668199995067   43560000   1650 
0.6900526999961585   54760000   1850 
0.8353333999984898   60840000   1950 
0.8550926999887452   64000000   2000 
1.4274328000028618   92160000   2400 
3.6148456999799237   174240000   3300 
8.932226099976106   338560000   4600 
11.129491600004258   400000000   5000 
36.8237634000252   900000000   7500 
82.35972160001984   1600000000   10000 
0.15180740001960658   16   1 
0.0004048999981023371   784   7 
0.0001855999871622771   1600   10 
0.0002476999943610281   6400   20 
0.0007205000147223473   40000   50 
0.0018727999995462596   78400   70 
0.0028762999863829464   115600   85 
0.006833000021288171   160000   100 
0.001809800014598295   360000   150 
0.0019137999915983528   640000   200 
0.0031565999961458147   1000000   250 
0.004792699997778982   1440000   300 
0.007000399986281991   2560000   400 
0.023969800007762387   4000000   500 
0.05804919998627156   9000000   750 
0.07392559997970238   10240000   800 
0.12376109999604523   14440000   950 
0.12257419998059049   16000000   1000 
0.2322404999868013   25000000   1250 
0.32086989999515936   31360000   1400 
0.3722770999884233   36000000   1500 
0.5062015000148676   43560000   1650 
0.6875260999950115   54760000   1850 
0.7912795000011101   60840000   1950 
0.841172699991148   64000000   2000 
1.4477293000090867   92160000   2400 
3.4232154000201263   174240000   3300 
9.07424269997864   338560000   4600 
11.229934100003447   400000000   5000 
36.63145010001608   900000000   7500 
82.41228859999683   1600000000   10000 
0.13347369999974035   16   1 
0.0003412000078242272   784   7 
0.0003656999906525016   1600   10 
0.0002874999772757292   6400   20 
0.0004227000172249973   40000   50 
0.001396199979353696   78400   70 
0.0026742999907583   115600   85 
0.0010523999808356166   160000   100 
0.0017655999981798232   360000   150 
0.0026991000049747527   640000   200 
0.007238999998662621   1000000   250 
0.013727899990044534   1440000   300 
0.013140099996235222   2560000   400 
0.031147000001510605   4000000   500 
0.054501400009030476   9000000   750 
0.054905799974221736   10240000   800 
0.12877140002092347   14440000   950 
0.12890549999428913   16000000   1000 
0.2526615000097081   25000000   1250 
0.3265413999906741   31360000   1400 
0.3525604999740608   36000000   1500 
0.49420349998399615   43560000   1650 
0.6458187999960501   54760000   1850 
0.7973812999844085   60840000   1950 
0.7949313000135589   64000000   2000 
1.3657059000106528   92160000   2400 
3.568016900011571   174240000   3300 
9.114421000005677   338560000   4600 
11.218401599995559   400000000   5000 
35.70310710000922   900000000   7500 
90.00645939999959   1600000000   10000 
