Tiempo inversion[s]   Memoria[bytes]    Tamaño 
0.09940950002055615   8   1 
0.0002327999973203987   392   7 
0.0021351000177673995   800   10 
0.029992600000696257   3200   20 
0.03531259999726899   20000   50 
0.01815389998955652   39200   70 
0.005014399997889996   57800   85 
0.0020172999938949943   80000   100 
0.026472800003830343   180000   150 
0.03268830000888556   320000   200 
0.005088799982331693   500000   250 
0.04283459999714978   720000   300 
0.01609190000453964   1280000   400 
0.02108779997797683   2000000   500 
0.12271309999050573   4500000   750 
0.07219150001765229   5120000   800 
0.10646849998738617   7220000   950 
0.10746309999376535   8000000   1000 
0.22211430000606924   12500000   1250 
0.34703669999726117   15680000   1400 
0.30392129998654127   18000000   1500 
0.505183000001125   21780000   1650 
0.6413617999933194   27380000   1850 
0.7526701000169851   30420000   1950 
0.8333855999808293   32000000   2000 
1.661761099996511   46080000   2400 
3.497191600006772   87120000   3300 
9.838225899991812   169280000   4600 
10.538416000024881   200000000   5000 
29.95013780001318   450000000   7500 
61.45450589997927   800000000   10000 
0.45344509999267757   8   1 
0.0005696000007446855   392   7 
0.041690199985168874   800   10 
0.09776879998389632   3200   20 
0.007622700009960681   20000   50 
0.001293000008445233   39200   70 
0.0021625999943353236   57800   85 
0.001886400015791878   80000   100 
0.0034487000084482133   180000   150 
0.0044271999795455486   320000   200 
0.006122599996160716   500000   250 
0.007867699983762577   720000   300 
0.013441999995848164   1280000   400 
0.019625900022219867   2000000   500 
0.0473006000102032   4500000   750 
0.06152809999184683   5120000   800 
0.07787199999438599   7220000   950 
0.10084170001209714   8000000   1000 
0.16980480001075193   12500000   1250 
0.22319509999942966   15680000   1400 
0.2769339999940712   18000000   1500 
0.3557833999802824   21780000   1650 
0.526080199982971   27380000   1850 
0.5738251000002492   30420000   1950 
0.609811800008174   32000000   2000 
0.979655700008152   46080000   2400 
2.3293224000080954   87120000   3300 
5.8552519000077154   169280000   4600 
7.137493699992774   200000000   5000 
22.923629800003255   450000000   7500 
55.085511500015855   800000000   10000 
0.05190690001472831   8   1 
0.00015189999248832464   392   7 
0.00011870000162161887   800   10 
0.00039859997923485935   3200   20 
0.0064295000047422945   20000   50 
0.0011155999964103103   39200   70 
0.0012973000120837241   57800   85 
0.002397100004600361   80000   100 
0.002956300013465807   180000   150 
0.003787299996474758   320000   200 
0.007365299999946728   500000   250 
0.00848819999373518   720000   300 
0.01601630001096055   1280000   400 
0.020857399998931214   2000000   500 
0.05043360000126995   4500000   750 
0.06573900001239963   5120000   800 
0.08898969998699613   7220000   950 
0.10138249999727122   8000000   1000 
0.1751739000028465   12500000   1250 
0.2477157000103034   15680000   1400 
0.29134299998986535   18000000   1500 
0.37937770001008175   21780000   1650 
0.5202567999949679   27380000   1850 
0.5799253000004683   30420000   1950 
0.6258319999906234   32000000   2000 
1.0061556000146084   46080000   2400 
2.3315175999887288   87120000   3300 
5.824333900003694   169280000   4600 
7.674186300020665   200000000   5000 
28.09919340000488   450000000   7500 
65.90699780001887   800000000   10000 
0.05881059999228455   8   1 
0.0002004999842029065   392   7 
0.00019489999976940453   800   10 
0.000364200008334592   3200   20 
0.0007848000095691532   20000   50 
0.0010039999906439334   39200   70 
0.0011146999895572662   57800   85 
0.0015407000028062612   80000   100 
0.0026983000279869884   180000   150 
0.003058800008147955   320000   200 
0.005323999997926876   500000   250 
0.007018500007688999   720000   300 
0.01515669998480007   1280000   400 
0.022138600004836917   2000000   500 
0.05182959997910075   4500000   750 
0.08842660000664182   5120000   800 
0.09079820002079941   7220000   950 
0.11186140001518652   8000000   1000 
0.19719989999430254   12500000   1250 
0.2301345999876503   15680000   1400 
0.2893974000180606   18000000   1500 
0.38445310000679456   21780000   1650 
0.5236933999985922   27380000   1850 
0.6463416999904439   30420000   1950 
0.6057059000013396   32000000   2000 
1.0316125999961514   46080000   2400 
2.4057559999928344   87120000   3300 
6.924416499998188   169280000   4600 
7.399622199998703   200000000   5000 
24.239288100012345   450000000   7500 
56.065719500009436   800000000   10000 
0.06451980001293123   8   1 
0.0001886000100057572   392   7 
0.000145500001963228   800   10 
0.00034860000596381724   3200   20 
0.004319300001952797   20000   50 
0.0013834999990649521   39200   70 
0.004002700006822124   57800   85 
0.0013770000077784061   80000   100 
0.0028236999933142215   180000   150 
0.003897199989296496   320000   200 
0.005858599994098768   500000   250 
0.007759699976304546   720000   300 
0.012407200003508478   1280000   400 
0.020177700003841892   2000000   500 
0.04787110001780093   4500000   750 
0.06625909998547286   5120000   800 
0.08333110000239685   7220000   950 
0.10314369999105111   8000000   1000 
0.17075580000528134   12500000   1250 
0.2401127000048291   15680000   1400 
0.28669739997712895   18000000   1500 
0.36211779998848215   21780000   1650 
0.5514332999882754   27380000   1850 
0.5680620000057388   30420000   1950 
0.6667106000240892   32000000   2000 
1.1529025999770965   46080000   2400 
2.457966799993301   87120000   3300 
6.020944399992004   169280000   4600 
7.466467600024771   200000000   5000 
23.427786599990213   450000000   7500 
56.12627700000303   800000000   10000 
0.04259500000625849   8   1 
0.00021019999985583127   392   7 
0.00016170000890269876   800   10 
0.00030189999961294234   3200   20 
0.005899300012970343   20000   50 
0.0017940000107046217   39200   70 
0.002230199985206127   57800   85 
0.0030057000112719834   80000   100 
0.003353899985086173   180000   150 
0.004249499994330108   320000   200 
0.0070423999859485775   500000   250 
0.010743999999249354   720000   300 
0.01151509999181144   1280000   400 
0.021323000022675842   2000000   500 
0.05367130000377074   4500000   750 
0.07418729999335483   5120000   800 
0.0886700999981258   7220000   950 
0.10267719998955727   8000000   1000 
0.16818169999169186   12500000   1250 
0.24632269999710843   15680000   1400 
0.28338690000236966   18000000   1500 
0.3638543999986723   21780000   1650 
0.5359231000184081   27380000   1850 
0.5674123000062536   30420000   1950 
0.6741292999940924   32000000   2000 
1.013329099980183   46080000   2400 
2.3634629000152927   87120000   3300 
5.946901299990714   169280000   4600 
7.469533800001955   200000000   5000 
23.47745480001322   450000000   7500 
55.53813239998999   800000000   10000 
0.058844299986958504   8   1 
0.00018550001550465822   392   7 
0.00019069999689236283   800   10 
0.0003254000039305538   3200   20 
0.004864499991526827   20000   50 
0.0010727000189945102   39200   70 
0.001188099995488301   57800   85 
0.0020009000145364553   80000   100 
0.0024723999958951026   180000   150 
0.0031996000034268945   320000   200 
0.005530700000235811   500000   250 
0.007428499986417592   720000   300 
0.014044000010471791   1280000   400 
0.020770000002812594   2000000   500 
0.06175780002376996   4500000   750 
0.06390290000126697   5120000   800 
0.09652459999779239   7220000   950 
0.10964129999047145   8000000   1000 
0.18359579998650588   12500000   1250 
0.262323800008744   15680000   1400 
0.27583250001771376   18000000   1500 
0.3891258000221569   21780000   1650 
0.5216857999912463   27380000   1850 
0.6088911999831907   30420000   1950 
0.628049099992495   32000000   2000 
1.0318130999803543   46080000   2400 
2.4331571999937296   87120000   3300 
5.986632899992401   169280000   4600 
7.602209800010314   200000000   5000 
23.55145349999657   450000000   7500 
53.85738040000433   800000000   10000 
0.04383340000640601   8   1 
0.00034860000596381724   392   7 
0.0001432000135537237   800   10 
0.0011239000014029443   3200   20 
0.002192200015997514   20000   50 
0.006357999984174967   39200   70 
0.003433899983065203   57800   85 
0.005338000017218292   80000   100 
0.00510270000086166   180000   150 
0.00419300000066869   320000   200 
0.006223400007002056   500000   250 
0.010295999993104488   720000   300 
0.016762100014602765   1280000   400 
0.020131500001298264   2000000   500 
0.046625400020275265   4500000   750 
0.05409060002421029   5120000   800 
0.09387099999003112   7220000   950 
0.09596740000415593   8000000   1000 
0.18202569999266416   12500000   1250 
0.2522304999874905   15680000   1400 
0.27244669999345206   18000000   1500 
0.36497749999398366   21780000   1650 
0.5467842000070959   27380000   1850 
0.5763191999867558   30420000   1950 
0.5946044999873266   32000000   2000 
0.9912871999840718   46080000   2400 
2.293391499988502   87120000   3300 
5.874531700013904   169280000   4600 
7.3116575999883935   200000000   5000 
23.029177099990193   450000000   7500 
53.897927999991225   800000000   10000 
0.046537899994291365   8   1 
0.0001871999993454665   392   7 
0.00017579999985173345   800   10 
0.00031609999132342637   3200   20 
0.0024926000041887164   20000   50 
0.0010648999887052923   39200   70 
0.0012075999984517694   57800   85 
0.0014344999799504876   80000   100 
0.00258840000606142   180000   150 
0.004137699987040833   320000   200 
0.006391000002622604   500000   250 
0.007453400001395494   720000   300 
0.012593999999808148   1280000   400 
0.019319300015922636   2000000   500 
0.05699140002252534   4500000   750 
0.06917440000688657   5120000   800 
0.09278609999455512   7220000   950 
0.10529760000645183   8000000   1000 
0.16914440001710318   12500000   1250 
0.23144929998670705   15680000   1400 
0.32902639999520034   18000000   1500 
0.3688096000114456   21780000   1650 
0.5614920000080019   27380000   1850 
0.6515148000034969   30420000   1950 
0.6776820999803022   32000000   2000 
1.0518439000006765   46080000   2400 
2.5093802999763284   87120000   3300 
6.267491000005975   169280000   4600 
7.663011700002244   200000000   5000 
23.766609999991488   450000000   7500 
53.18057769999723   800000000   10000 
0.05094049999024719   8   1 
0.00016300001880154014   392   7 
0.00013870000839233398   800   10 
0.00028849998489022255   3200   20 
0.0006579000037163496   20000   50 
0.0009086999925784767   39200   70 
0.0009827000030782074   57800   85 
0.0012888000055681914   80000   100 
0.0020600999996531755   180000   150 
0.0027935999969486147   320000   200 
0.004572100006043911   500000   250 
0.006666900007985532   720000   300 
0.013038400007644668   1280000   400 
0.018984700000146404   2000000   500 
0.061733100010314956   4500000   750 
0.0664180000021588   5120000   800 
0.08123640000121668   7220000   950 
0.10887729999376461   8000000   1000 
0.17192480000085197   12500000   1250 
0.24954569997498766   15680000   1400 
0.2886474000115413   18000000   1500 
0.3505845000036061   21780000   1650 
0.5135876999993343   27380000   1850 
0.5485821000183932   30420000   1950 
0.6303970000008121   32000000   2000 
0.9608626999834087   46080000   2400 
2.296335699997144   87120000   3300 
5.796118799975375   169280000   4600 
7.382919199997559   200000000   5000 
23.571358500019414   450000000   7500 
67.09875979999197   800000000   10000 
