Tiempo inversion[s]   Memoria[bytes]    Tamaño 
0.08340450000832789   16   1 
0.00026169998454861343   784   7 
0.00020979999681003392   1600   10 
0.0001858999894466251   6400   20 
0.00042749999556690454   40000   50 
0.0006514000124298036   78400   70 
0.0008781999931670725   115600   85 
0.000834999984363094   160000   100 
0.002330999996047467   360000   150 
0.0032642000005580485   640000   200 
0.0022917999885976315   1000000   250 
0.002722300007008016   1440000   300 
0.00918439999804832   2560000   400 
0.010568700003204867   4000000   500 
0.02878779999446124   9000000   750 
0.038594000012381   10240000   800 
0.06036200001835823   14440000   950 
0.09030380001058802   16000000   1000 
0.18568429999868385   25000000   1250 
0.20024889998603612   31360000   1400 
0.21524849999696016   36000000   1500 
0.26865290000569075   43560000   1650 
0.3762418999976944   54760000   1850 
0.4038671999878716   60840000   1950 
0.47655870000016876   64000000   2000 
0.7541145000141114   92160000   2400 
1.7964199999987613   174240000   3300 
4.49216890000389   338560000   4600 
5.799334599985741   400000000   5000 
18.74721890001092   900000000   7500 
41.86803840001812   1600000000   10000 
0.11469409998971969   16   1 
0.00025430001551285386   784   7 
0.00030419998802244663   1600   10 
0.00020549999317154288   6400   20 
0.0004621999978553504   40000   50 
0.0006311999750323594   78400   70 
0.0005545000021811575   115600   85 
0.0007756999984849244   160000   100 
0.0009381000127177685   360000   150 
0.0015565000066999346   640000   200 
0.0019905999943148345   1000000   250 
0.003941200004192069   1440000   300 
0.0060501999978441745   2560000   400 
0.013068600004771724   4000000   500 
0.03139399999054149   9000000   750 
0.03222009999444708   10240000   800 
0.059491699998034164   14440000   950 
0.06749580000177957   16000000   1000 
0.11051810000208206   25000000   1250 
0.16952650001621805   31360000   1400 
0.2331934999965597   36000000   1500 
0.3357538999989629   43560000   1650 
0.4131344000052195   54760000   1850 
0.43794099998194724   60840000   1950 
0.4319431000039913   64000000   2000 
0.7734778000158258   92160000   2400 
1.8268321999930777   174240000   3300 
4.472870600002352   338560000   4600 
5.786848800024018   400000000   5000 
18.114386500004912   900000000   7500 
42.39044940000167   1600000000   10000 
0.09233869999297895   16   1 
0.0002060999977402389   784   7 
0.0001331999956164509   1600   10 
0.0002052999916486442   6400   20 
0.001043199998093769   40000   50 
0.0005873999907635152   78400   70 
0.0008265999786090106   115600   85 
0.0008052000193856657   160000   100 
0.0013091999862808734   360000   150 
0.0017413999885320663   640000   200 
0.003065600001718849   1000000   250 
0.0037813999806530774   1440000   300 
0.004867300012847409   2560000   400 
0.01332850000471808   4000000   500 
0.032010700000682846   9000000   750 
0.033824299986008555   10240000   800 
0.056531499983975664   14440000   950 
0.09065249998820946   16000000   1000 
0.15141430002404377   25000000   1250 
0.2067543999874033   31360000   1400 
0.2396422000019811   36000000   1500 
0.27400869998382404   43560000   1650 
0.35785309999482706   54760000   1850 
0.4535965000104625   60840000   1950 
0.46245389999239706   64000000   2000 
0.781587599980412   92160000   2400 
1.8613959999929648   174240000   3300 
4.473008900007699   338560000   4600 
5.817202100006398   400000000   5000 
18.404605799994897   900000000   7500 
42.49945249999291   1600000000   10000 
0.09082429998670705   16   1 
0.00020989999757148325   784   7 
0.00012459998833946884   1600   10 
0.00014819999341852963   6400   20 
0.0006148999964352697   40000   50 
0.000536899984581396   78400   70 
0.0008151000074576586   115600   85 
0.000840499997138977   160000   100 
0.0010842000192496926   360000   150 
0.001213000010466203   640000   200 
0.001878799987025559   1000000   250 
0.0026421000075060874   1440000   300 
0.007369300001300871   2560000   400 
0.013178399996832013   4000000   500 
0.030399199982639402   9000000   750 
0.03401339999982156   10240000   800 
0.051357799995457754   14440000   950 
0.08665760001167655   16000000   1000 
0.14817579998634756   25000000   1250 
0.22913440002594143   31360000   1400 
0.23572159998002462   36000000   1500 
0.27646769999410026   43560000   1650 
0.36070469999685884   54760000   1850 
0.43228739997721277   60840000   1950 
0.44080559999565594   64000000   2000 
0.8036987999803387   92160000   2400 
1.9173699999810196   174240000   3300 
4.957428099995013   338560000   4600 
