Tiempo ensamblado [s]   Tiempo solucion [s]   Tamaño 
0.17049860000406625   0.1947954999996   1400 
0.20433849999972153   0.21409229999699164   1500 
0.2723065000027418   0.28300400000443915   1650 
0.34705290000420064   0.3736044000033871   1850 
0.37938730000314536   0.43299819999811007   1950 
0.38734159999876283   0.46281720000115456   2000 
0.5687480999986292   0.7601746999935131   2400 
1.1115516999998363   1.956803699999   3300 
2.1280256000027293   5.320966400002362   4600 
2.525439600001846   7.294184500002302   5000 
7.730028400001174   23.93723509999836   7500 
10.915759000003163   53.25109469999734   10000 
0.34309099999518367   0.16580249999969965   4 
0.00019319999410072342   2.7000001864507794e-05   7 
0.00014849999570287764   1.930000144056976e-05   10 
0.0002815000043483451   5.8200006606057286e-05   20 
0.0007708999983151443   0.00047819999599596485   50 
0.0013890000045648776   0.00028390000079525635   70 
0.0013446000011754222   0.0003186000030837022   85 
0.0017013000033330172   0.0004631000047083944   100 
0.002657800003362354   0.0006751000037183985   150 
0.003787900001043454   0.0011089999970863573   200 
0.005371500003093388   0.0017932999980985187   250 
0.005164100002730265   0.0029649999996763654   300 
0.013787199997750577   0.0061921999949845485   400 
0.016085600000224076   0.012013200001092628   500 
0.05557609999959823   0.03356480000365991   750 
0.051521699999284465   0.03191969999897992   800 
0.08108219999849098   0.06764839999959804   950 
0.20930800000496674   0.06169210000371095   1000 
0.1279740000027232   0.12578750000102445   1250 
0.18218740000156686   0.17609190000075614   1400 
0.20295269999769516   0.20822709999629296   1500 
0.27603719999751775   0.2682053000025917   1650 
0.3462855000034324   0.36526819999562576   1850 
0.3867854999989504   0.4208488000003854   1950 
0.3809024000001955   0.4599528000035207   2000 
0.5712720000010449   0.7504158000010648   2400 
1.1225316999989445   1.9921287000033772   3300 
2.125535099999979   5.363345899997512   4600 
2.479583000000275   6.857777100005478   5000 
5.9578776999987895   22.597752999994555   7500 
10.705028700002003   52.325415400002385   10000 
0.30663690000073984   0.1425320999987889   4 
0.0001697999978205189   2.0300001779105514e-05   7 
0.0001340000017080456   2.0899999071843922e-05   10 
0.003089199999521952   2.970000059576705e-05   20 
0.0014072000049054623   0.0003240000005462207   50 
0.0008162000012816861   0.0003184999950462952   70 
0.0012820999982068315   0.0002877000006265007   85 
0.00199830000201473   0.00029180000274209306   100 
0.00313359999563545   0.0005670000027748756   150 
0.0035975999999209307   0.0009025999970617704   200 
0.005431300000054762   0.0017594000019016676   250 
0.00470109999878332   0.002575099999376107   300 
0.009906599996611476   0.004446200000529643   400 
0.013097100003506057   0.009423200004675891   500 
0.06183669999882113   0.028146399999968708   750 
0.0511012999995728   0.05403410000144504   800 
0.07337560000451049   0.06036370000219904   950 
0.08061730000190437   0.060357700000167824   1000 
0.1275069999974221   0.11144819999753963   1250 
0.15056609999737702   0.16930239999783225   1400 
0.1886108000035165   0.20765550000214716   1500 
0.24171980000392068   0.26915630000439705   1650 
0.31140180000511464   0.38095919999614125   1850 
0.35244629999942845   0.44600920000084443   1950 
0.3702544999978272   0.45807890000287443   2000 
0.5584993000011309   0.779254300003231   2400 
1.1064979000002495   1.9779498999996576   3300 
2.082520799995109   5.305558200001542   4600 
2.5428836999999476   6.696183899999596   5000 
5.7843348999958835   23.47593909999705   7500 
11.084992799995234   55.815666199996485   10000 
0.37736969999969006   0.24276749999989988   4 
0.00017389999993611127   2.1399995603132993e-05   7 
0.000112599998828955   1.8900005670730025e-05   10 
0.000320400002237875   1.5400000847876072e-05   20 
0.0017005999980028719   0.00013419999595498666   50 
0.00145160000101896   0.00047360000462504104   70 
0.0013977999988128431   0.0004726000042865053   85 
0.0017623999956413172   0.0003766000008909032   100 
0.002795400003378745   0.0008149999994202517   150 
0.004480999996303581   0.0015175000007729977   200 
0.005746700000599958   0.0022301999997580424   250 
0.004675399999541696   0.007079199996951502   300 
0.013762999995378777   0.005706500000087544   400 
0.01696450000599725   0.01583299999765586   500 
0.06152480000309879   0.03419929999654414   750 
0.05829030000313651   0.04636190000019269   800 
0.08320340000500437   0.09488140000030398   950 
0.09692949999589473   0.07084829999803333   1000 
0.17031799999676878   0.14988430000084918   1250 
0.1757521999970777   0.20204240000020945   1400 
0.19679460000043036   0.2153212999983225   1500 
0.2560063999990234   0.2783440999992308   1650 
0.34967519999918295   0.4360086999949999   1850 
0.37533869999606395   0.4993752000009408   1950 
0.4436213000008138   0.5235568000061903   2000 
0.6307381000005989   0.9823842999976478   2400 
1.1702816000033636   2.338867999998911   3300 
2.2926441000017803   6.013125299999956   4600 
2.4822166000012658   6.934931300005701   5000 
5.930059799997252   24.65883510000276   7500 
11.485811100006686   54.01940879999893   10000 
