Tiempo ensamblado [s]   Tiempo inversa [s]   Tamaño 
0.0015331999998124957   0.014675399999987349   7 
0.0016909999999370484   0.005479599999944185   10 
0.001381700000138153   0.006833799999867551   15 
0.0018010000001140725   0.012990899999977046   20 
0.0018554999999196298   0.02837849999991704   50 
0.0012842999999520543   0.03603099999986625   70 
0.001831699999911507   0.05490239999994628   85 
0.0014688999999634689   0.058630300000004354   100 
0.0016124999999647116   0.06923390000019936   150 
0.0016736000000037166   0.10734260000003815   200 
0.0013559999999870342   0.11854840000000877   250 
0.0015574999999898864   0.14041280000014922   300 
0.0014418000000659958   0.1890857999999298   400 
0.0015158999999584921   0.25628839999990305   500 
0.0020707999999558524   0.35640550000016447   750 
0.002578400000174952   0.3808180999999422   800 
0.002073099999961414   0.47263330000009773   950 
0.00187540000001718   0.49038960000007137   1000 
0.0023507999999310414   0.641871300000048   1250 
0.0015991999998732354   0.8461079000001064   1400 
0.0016283999998449872   0.9130797000000257   1500 
0.0016559000000597734   1.0215716000000157   1650 
0.0016299000001254171   1.2117940999999064   1850 
0.0017006999999011896   1.204404600000089   1950 
0.0017036000001553475   1.2883828999999878   2000 
0.0017802999998366431   1.791628400000036   2400 
0.002492300000085379   2.827256099999886   3300 
0.004488000000037573   4.826460199999929   4600 
0.002535200000011173   5.651065900000049   5000 
0.0033539000000928354   11.898566000000073   7500 
0.005206999999927575   77.95493770000007   10000 
36.8069974   22.26588159999983   7 
0.0026491999999507243   0.00793140000018866   10 
0.0016084999999748106   0.4174540999999863   15 
0.004050799999959054   0.02652499999999236   20 
0.0036549000001286913   0.037651199999800156   50 
0.002100200000086261   0.03193660000010823   70 
0.002168200000141951   0.04855720000000474   85 
0.002055000000154905   0.04431079999994836   100 
0.004926399999931164   0.07076809999989564   150 
0.0018514999999297288   0.09471840000014708   200 
0.001966599999832397   0.11881010000001879   250 
0.042852399999901536   0.16692510000007132   300 
0.0022968000000673783   0.20691690000012386   400 
0.001784600000064529   0.24441060000003745   500 
0.002924699999994118   0.4209498000000167   750 
0.0028386999999838736   0.4325747999998839   800 
0.002790900000036345   0.5279861999999866   950 
0.001707200000055309   0.5237402000000202   1000 
0.0032037000000855187   0.6752071999999316   1250 
0.0024316000001363136   0.7549761000000217   1400 
0.0031546000000162167   0.8232474999999795   1500 
0.0029942000001028646   0.9420273000000634   1650 
0.0021007999998801097   1.0958891000000222   1850 
0.003086499999881198   1.1727693000000272   1950 
0.0023172999999587773   1.2522735000000011   2000 
0.002212500000041473   1.6774510000000191   2400 
0.004333800000040355   3.1815573000001223   3300 
0.002721099999916987   8.354590099999996   4600 
0.005181699999866396   5.920135000000073   5000 
0.0036098000000492902   12.90898900000002   7500 
0.006102800000007846   43.861719900000026   10000 
17.9234371   12.736779800000022   7 
0.0017103999998653308   0.004734200000029887   10 
0.001376500000105807   0.5328534999998737   15 
0.005181200000151875   0.02641530000005332   20 
0.0017428999999538064   0.024472199999991062   50 
0.0014459999999871798   1.0311742999999751   70 
0.00877489999993486   0.042399200000090786   85 
0.00298930000008113   0.05828010000004724   100 
0.3716205999999147   0.34267079999995076   150 
0.0017937000000074477   0.08127279999985149   200 
0.0035962000001745764   0.10474090000002434   250 
0.0017921999999543914   0.14331330000004527   300 
0.003000400000018999   0.18299709999996594   400 
0.001722100000051796   0.25455990000000384   500 
0.004116099999919243   0.3889744000000519   750 
0.00183759999981703   1.216189100000065   800 
0.001958599999852595   0.47037840000007236   950 
0.0022962000000461558   0.5236093000000892   1000 
0.0037852999998904124   0.6446282000001702   1250 
0.0029142000000774715   0.7854098000000249   1400 
0.0017084999999497086   0.9288626000000022   1500 
0.2026826000001165   0.9498539999999593   1650 
0.0023214999998799613   1.128014400000211   1850 
0.0017051999998329848   1.2548724000000675   1950 
0.002012200000081066   1.2061836000000312   2000 
0.0040945999999166816   1.6030166000000463   2400 
0.0022676000000956265   2.791520900000023   3300 
0.0042101999999886175   5.131397500000048   4600 
0.004399500000090484   7.346997500000043   5000 
0.003381799999942814   12.700440300000082   7500 
0.006013700000039535   46.58205750000002   10000 
24.61219140000003   17.521448999999848   7 
0.0024762999996710278   0.22821750000002794   10 
0.002082299999983661   0.05498760000000402   15 
0.0028397999999469903   0.27378559999988283   20 
0.0014837999997325824   0.022811000000274362   50 
0.0018553999998403015   0.04074990000026446   70 
0.002746499999830121   0.04678599999988364   85 
0.0026855999999497726   0.0754639000001589   100 
0.0082868999998027   0.10137710000026345   150 
0.0025828000002547924   0.09492229999978008   200 
0.0025656000002527435   0.12366329999986192   250 
0.005742499999996653   0.14676019999978962   300 
0.0020727000000988482   0.1874864000001253   400 
0.0036500000001069566   0.39725610000004963   500 
0.0018376999996689847   0.4205514000000221   750 
0.002505899999960093   0.4241618999999446   800 
0.002540599999974802   0.5304059999998572   950 
0.0026156999997510866   0.5418926000002102   1000 
0.0028565000002345187   0.7079866999997648   1250 
0.0026041999999506515   0.7833028000000013   1400 
0.001769500000136759   0.8617635999999038   1500 
0.010890800000197487   0.9606095999997706   1650 
0.002604699999665172   1.1373367999999573   1850 
0.003201499999704538   1.3243886000000202   1950 
0.0027395000001888548   1.3459867999999915   2000 
0.0069576999999299005   1.6508657999997922   2400 
0.002772800000002462   2.6938586999999643   3300 
0.0029350999998314364   5.012336499999947   4600 
0.006308200000148645   5.9258655999997245   5000 
0.004817600000023958   12.757025599999906   7500 
0.003787600000123348   22.546173100000033   10000 
7.3213465999997425   7.459790100000191   7 
0.0015010000001893786   0.00492900000017471   10 
0.0023929999997562845   0.0761529999999766   15 
0.0041843999997581705   0.01521420000017315   20 
0.0015802000002622663   0.02162689999977374   50 
0.0016600999997535837   0.03062580000005255   70 
0.001444200000150886   0.05125950000001467   85 
0.08160900000029869   0.35612970000011046   100 
0.002599599999939528   0.08376309999994191   150 
0.0022618000002694316   0.08758249999982581   200 
0.0025170999997499166   0.13711659999989934   250 
0.0017331999997622916   0.1299324000001434   300 
0.0018797999996422732   0.201847600000292   400 
0.002621899999667221   0.23641489999999976   500 
0.00289969999994355   0.44010759999991933   750 
0.002771699999811972   0.4854887999999846   800 
0.09562490000007529   0.632768599999963   950 
0.0029780000004393514   0.5272415999997975   1000 
0.0029777999998259475   0.7000064000003476   1250 
0.005192399999941699   0.8789645000001656   1400 
0.0025614999999561405   0.9034673999999541   1500 
0.002571199999692908   0.9455489000001762   1650 
0.003044999999929132   1.217879400000129   1850 
0.0026238000000375905   1.1470681000000695   1950 
0.004591999999774998   1.2706247999999505   2000 
0.0028853000003437046   1.7310734999996384   2400 
0.0050864999998339044   2.674713800000063   3300 
0.0053520000001299195   4.982349599999907   4600 
0.0028102000001126726   6.069958999999926   5000 
0.0037664999999833526   12.4356472999998   7500 
0.00387060000002748   22.90152040000021   10000 
0.9338923999998769   0.867133400000057   7 
0.0015941000001475913   0.01409479999983887   10 
0.0017220999998244224   0.08184710000023188   15 
0.002688499999749183   0.017482700000073237   20 
0.002730600000177219   0.04780959999970946   50 
0.003324499999962427   0.10824660000025688   70 
0.0035482000002957648   0.058566700000028504   85 
0.0033157999996547005   0.0535635999999613   100 
0.0015177999998741143   0.09482639999987441   150 
0.002494700000170269   0.10679219999974521   200 
0.027383999999983644   0.16665610000018205   250 
0.003090199999860488   0.16831820000015796   300 
0.003279800000200339   0.25471840000000157   400 
0.0017097999998441082   0.27138520000016797   500 
0.0049060999999710475   0.44029179999961343   750 
0.0016363999998247891   0.42277599999988524   800 
0.0017256999999517575   0.5006975000001148   950 
0.002230799999779265   0.5288093000003755   1000 
0.0023398000002998742   0.6586692999999286   1250 
0.002833600000030856   0.7948867000000064   1400 
0.0034669000001485983   0.9207566999998562   1500 
0.0029027000000496628   0.9109914999999091   1650 
0.002977499999815336   1.0978179000003365   1850 
0.002320999999938067   1.189820100000361   1950 
0.0023389000002680405   1.1887268999998923   2000 
0.0018839999997908308   1.6226010999998834   2400 
0.0031811000003472145   2.7642194000000018   3300 
0.0025278999996771745   5.16116860000011   4600 
0.002705800000057934   5.94651900000008   5000 
0.005478000000039174   12.550670000000082   7500 
0.006168500000057975   25.421629699999812   10000 
3.284186800000043   2.885049699999854   7 
0.0018039999999928114   0.005261300000256597   10 
0.002368599999954313   0.33679449999999633   15 
0.002164900000025227   0.013587299999926472   20 
0.0016566999997849052   0.024717300000247633   50 
0.0017404999998689163   0.033057600000120146   70 
0.0014673999999104126   0.044011699999828124   85 
0.0028732999999192543   0.04935459999978775   100 
0.0014403999998648942   0.11246460000029401   150 
0.0017778999999791267   0.11547609999979613   200 
0.0015708000000813627   0.1289822999997341   250 
0.0028108999999858497   0.18069299999979194   300 
0.002535500000249158   0.20635290000018358   400 
0.003113999999641237   0.31857450000006793   500 
0.0017376999999214604   0.4512475000001359   750 
0.0017630000002100132   0.46613410000009026   800 
0.001678000000083557   0.5802647999998953   950 
0.001753399999870453   0.5784782999999152   1000 
0.001712000000225089   0.6658048999997845   1250 
0.002861899999970774   0.8041709000003721   1400 
0.004012599999896338   0.9059140999997908   1500 
0.002387800000178686   0.9651224999997794   1650 
0.0030385000000023865   1.1882550000000265   1850 
0.004878300000200397   1.1473848999999063   1950 
0.002872499999739375   1.281069000000116   2000 
0.003169999999954598   1.6447158999999374   2400 
0.003419399999984307   2.881612700000005   3300 
0.004712299999937386   4.954721300000074   4600 
0.0038513999998031068   6.035566200000176   5000 
0.0070241000003079535   12.81895429999986   7500 
0.003784800000175892   22.997433699999874   10000 
0.7289878999999928   3.161121500000263   7 
0.0014700000001539593   0.006133099999715341   10 
0.0022069999999985157   0.3580338000001575   15 
0.0036293000002842746   0.033451400000103604   20 
0.002814399999806483   0.026318600000195147   50 
0.0021075999998174666   0.040130800000042655   70 
0.012714099999811879   0.06193710000025021   85 
0.0017288999997617793   0.04546990000017104   100 
0.0015134000000216474   0.07789809999985664   150 
0.001708000000235188   0.3978727999997318   200 
0.0018538999997872452   0.12184390000038547   250 
0.0022668999999950756   0.14789059999975507   300 
0.0016384000000471133   0.181541400000242   400 
0.0023964000001797103   0.24582719999989422   500 
0.002908599999955186   0.3791089000001193   750 
0.0018900999998550105   0.5125114000002213   800 
0.003106200000274839   0.5591604999999618   950 
0.001678000000083557   0.6144309999999678   1000 
0.002218900000116264   0.7520825999999943   1250 
0.0029527000001507986   0.7650509999998576   1400 
0.0027798000000984757   0.8324020000000019   1500 
0.0031716999997115636   0.912011800000073   1650 
0.0022071000003052177   1.1207362999998622   1850 
0.005098799999814219   1.2375123000001622   1950 
0.0022320000002764573   1.2468026999999893   2000 
0.00261850000015329   1.6489032999998017   2400 
0.003171099999690341   2.6219719000000623   3300 
0.0024705000000722066   5.0100351999999475   4600 
0.007040599999982078   5.9348738999997295   5000 
0.006332100000236096   12.374253399999816   7500 
0.005715700000109791   25.456229599999915   10000 
1.0986124000000927   1.0120255000001634   7 
0.0025626999999985856   0.00601779999988139   10 
0.0015806999999767868   0.07188769999993383   15 
0.0036012999999002204   0.015203899999960413   20 
0.0024920999999267224   0.022579200000109267   50 
0.002480699999978242   0.034165200000188634   70 
0.0018975000002683373   0.155136500000026   85 
0.004445000000032451   0.07039299999996729   100 
0.0013859999999112915   0.062472100000377395   150 
0.0013736999999309774   0.0920512000002418   200 
0.0014906999999766413   0.11095629999999801   250 
0.004583899999943242   0.20902620000015304   300 
0.002000799999677838   0.19723470000008092   400 
0.0028152999998383166   0.2454070000003412   500 
0.002201199999944947   0.4551706000002014   750 
0.0018443000003571797   0.4875259999998889   800 
0.0038760000002184825   0.5812047999997958   950 
0.002328200000192737   0.5396200000000135   1000 
0.003155999999762571   0.6334987000000183   1250 
0.0028646000000662752   0.7305425999998079   1400 
0.0027660000000651053   0.8371832000002541   1500 
0.0030129000001579698   0.9416380999996363   1650 
0.0034811999998964893   1.0598167000002832   1850 
0.0034175999999206397   1.1321265000001404   1950 
0.002231200000096578   1.1944791999999325   2000 
0.004879600000094797   1.6073308999998517   2400 
0.002518199999940407   2.665747100000317   3300 
0.002686700000140263   4.977855399999953   4600 
0.003245899999910762   6.11715120000008   5000 
0.0035339000000931264   12.683739900000091   7500 
0.004141999999774271   21.854325600000266   10000 
0.001992599999994127   0.19452440000031856   7 
0.0026285999997526233   0.3990158000001429   10 
0.0027014000002054672   0.012209600000005594   15 
0.0025415000000066357   0.037749799999801326   20 
0.0020156000000497443   0.0392891999999847   50 
0.0035137999998369196   0.04306410000026517   70 
0.002379699999892182   0.05062520000001314   85 
0.002541999999721156   0.09909700000025623   100 
0.00275099999998929   0.08629870000004303   150 
0.0014277000000220141   0.10555610000028537   200 
0.0035491000003275985   0.15319529999987935   250 
0.002987899999880028   0.18136469999990368   300 
0.0028282000002946006   0.25012010000000373   400 
0.0027317999997649167   0.2833817000000636   500 
0.004903600000034203   0.4530380999999579   750 
0.001790099999652739   0.43462240000008023   800 
0.0028287999998610758   0.4831694000004063   950 
0.0024226999998973042   0.519222400000217   1000 
0.0025699000002532557   0.6780760999999984   1250 
0.002859600000192586   0.7509970999999496   1400 
0.003098499999850901   0.8257472000000234   1500 
0.0031978000001799955   0.931099599999925   1650 
0.002763800000138872   1.130053400000179   1850 
0.0029886000002079527   1.123699199999919   1950 
0.0034347999999226886   1.2616926999999123   2000 
0.004169300000285148   1.880422599999747   2400 
0.002222099999926286   2.910839699999997   3300 
0.006180800000038289   5.048998499999925   4600 
0.005191199999899254   6.128805800000009   5000 
0.004586700000345445   12.474241099999745   7500 
0.006237099999907514   23.496149499999774   10000 
