Tiempo ensamblado [s]   Tiempo solucion [s]   Tamaño 
0.03982290000021749   0.1259304999998676   100000 
0.048534900000049674   0.17222779999997329   130000 
0.05206839999982549   0.185515500000065   150000 
0.08542529999999715   0.3367513999999119   250000 
0.17067590000010568   0.6035936000000675   500000 
0.157457599999816   0.7950971000000209   600000 
0.22627539999984947   0.8316572999999607   750000 
0.25324990000012804   1.1888883999999962   1000000 
0.5940857999999025   2.221689799999922   2000000 
1.0627391999998963   3.396016099999997   4000000 
1.1175081999999747   3.839781199999834   5500000 
1.0876111000000037   4.513062699999864   6250000 
1.2766739000001053   5.265876500000104   7500000 
0.04283850000001621   0.003345699999954377   10 
0.001386599999932514   0.00016720000007808267   20 
0.0016345999999884953   0.0005535999998755869   50 
0.0014026999999714462   0.00018840000007003255   75 
0.0012981999998373794   0.000202200000103403   100 
0.001666900000145688   0.00030169999990903307   300 
0.001425299999937124   0.0003652999998848827   500 
0.0014432000000397238   0.0005240999998932239   800 
0.0014627000000473345   0.0010313000000223838   1000 
0.0018112000000201078   0.0026204999999208667   3000 
0.003632599999946251   0.004032999999935782   5000 
0.0026089000000411033   0.005011199999898963   7500 
0.004345400000147492   0.006900399999949514   10000 
0.00297750000004271   0.009522800000013376   14000 
0.0040013999998791405   0.00998440000012124   15000 
0.004828399999951216   0.013382600000113598   20000 
0.00999309999997422   0.041267900000093505   50000 
0.019635399999970105   0.05855510000014874   75000 
0.023084800000106043   0.0807451000000583   100000 
0.030889299999898867   0.18201599999997597   130000 
0.04014269999993303   0.12056119999988368   150000 
0.049838200000067445   0.21231409999995776   250000 
0.0892226999999366   0.3917811999999685   500000 
0.1132143999998334   0.4683214000001499   600000 
0.14963529999999992   0.538292599999977   750000 
0.16552619999993112   0.6837390000000596   1000000 
0.3289844999999332   1.4295922999999675   2000000 
0.6574465000001055   2.8278671000000486   4000000 
0.9043517000000065   4.018708000000061   5500000 
1.0786023000000569   4.425644700000021   6250000 
1.3206400000001395   5.5685677999999825   7500000 
0.03771740000001955   0.003840399999944566   10 
0.0014730999998846528   0.00016649999997753184   20 
0.0013185000000248692   0.00019439999982751033   50 
0.0012856000000738277   0.0001843999998527579   75 
0.002124800000046889   0.001254699999890363   100 
0.0015225999998165207   0.00047620000009374053   300 
0.0017421999998532556   0.0003716000001077191   500 
0.0013317000000370172   0.0005122999998548039   800 
0.001485000000002401   0.0010354999999435677   1000 
0.0029449999999542342   0.0036422000000584376   3000 
0.004101100000070801   0.0037929000000076485   5000 
0.002603399999998146   0.005159499999990658   7500 
0.0034379000001081295   0.006638500000008207   10000 
0.0036557999999331514   0.010625099999970189   14000 
0.006517699999903925   0.014812399999982517   15000 
0.00475430000005872   0.013771399999995992   20000 
0.017886800000042058   0.050837600000022576   50000 
0.01800180000009277   0.06487879999986035   75000 
0.022813699999915116   0.07661729999995259   100000 
0.03376649999995607   0.10793450000005578   130000 
0.029069299999946452   0.12055469999995694   150000 
0.05723820000002888   0.20143140000004678   250000 
0.10740339999983917   0.4139916000001449   500000 
0.11947379999992336   0.4945414000001165   600000 
0.13411470000005465   0.5094483000000309   750000 
0.17922939999994014   0.7287988999999016   1000000 
0.3481082000000697   1.4415645999999924   2000000 
0.6590132999999696   2.7676723000001857   4000000 
0.9092779999998584   4.149056800000153   5500000 
1.296265700000049   4.634153900000001   6250000 
1.3510363000000325   5.741799199999832   7500000 
0.05354269999997996   0.004314499999964028   10 
0.002047799999900235   0.00023519999990639917   20 
0.0021050000000286673   0.000361599999905593   50 
0.0022613999999521184   0.00041809999993347446   75 
0.002080400000068039   0.0002987999998822488   100 
0.0015026000000943895   0.0002962999999454041   300 
0.0014686999998048123   0.0003757000001769484   500 
0.0025315000000318832   0.0010221000000001368   800 
0.0025683999999728258   0.0010918999998921208   1000 
0.0019555000001219014   0.0026920000000245636   3000 
0.003079900000102498   0.00591479999980038   5000 
0.00438110000004599   0.009575300000051357   7500 
0.003905499999973472   0.01053290000004381   10000 
0.005081000000018321   0.016657499999837455   14000 
0.0028685999998288025   0.015183900000010908   15000 
0.008952500000077634   0.0206311999997979   20000 
0.01340329999993628   0.047418000000106986   50000 
0.02447359999996479   0.0776719000000412   75000 
0.03286449999995966   0.10039009999991322   100000 
0.035491899999897214   0.12910329999999703   130000 
0.041448899999977584   0.17787769999995362   150000 
0.05599800000004507   0.2365766000000349   250000 
0.10603809999997793   0.3792561000000205   500000 
0.10474410000006174   0.45166420000009566   600000 
0.13532509999981812   0.5422530000000734   750000 
0.1692560000001322   0.757472099999859   1000000 
0.3685449999998127   1.3925846000001911   2000000 
0.6749939999999697   2.8554457000000184   4000000 
1.0298221000000467   3.8944401999999627   5500000 
1.1438301999999112   4.78629570000021   6250000 
1.3974949999999353   6.3007279999999355   7500000 
0.05152589999988777   0.00396220000016001   10 
0.0025924000001396053   0.0003293999998277286   20 
0.001488999999992302   0.00025439999990339857   50 
0.0013328999998520885   0.00025849999997262785   75 
0.001450299999987692   0.0002369999999700667   100 
0.00208440000005794   0.0005659999999352294   300 
0.003184200000077908   0.001618499999949563   500 
0.0027841999999509426   0.0011605000001964072   800 
0.004346700000041892   0.0012120999999751803   1000 
0.0017484999998487183   0.00257040000019515   3000 
0.004550600000129634   0.005978199999844946   5000 
0.003714700000045923   0.007613199999923381   7500 
0.0037918000000445318   0.010275499999806925   10000 
0.002577900000005684   0.011378400000012334   14000 
0.0028346999999939726   0.019466100000045117   15000 
0.005588700000089375   0.022060000000010405   20000 
0.018265200000087134   0.04936459999998988   50000 
0.023944199999959892   0.07161680000012893   75000 
0.03667999999993299   0.20499770000014905   100000 
0.049676000000090426   0.20451279999997496   130000 
0.0699035999998614   0.19526730000006864   150000 
0.08016670000006343   0.292412000000013   250000 
0.12979330000007394   0.5129836000000978   500000 
0.15519770000014432   0.6425713999999516   600000 
0.1876062000001184   0.7850766999999905   750000 
0.19749879999994846   0.7536262000000988   1000000 
0.35243110000010347   1.576992399999881   2000000 
0.7988585000000512   2.8935919999998987   4000000 
1.0098500000001422   4.017020499999944   5500000 
1.132011600000169   4.40680129999987   6250000 
1.4144842999999128   5.333851200000026   7500000 
0.046419499999956315   0.005995900000016263   10 
0.0016427000000476255   0.0006601999998565589   20 
0.001580800000056115   0.0008582999998907326   50 
0.0016722000000299886   0.0010568000000148459   75 
0.0020182000000659173   0.0012509999999110732   100 
0.00210649999985435   0.0015015000001312728   300 
0.002229899999974805   0.0015909999999621505   500 
0.0031478999999308144   0.00181309999993573   800 
0.0037769999998999992   0.0025756000000001222   1000 
0.0046856000001298526   0.0030011999999715044   3000 
0.0022269999999480206   0.004331000000092899   5000 
0.002580999999963751   0.005243099999916012   7500 
0.0023598000000220054   0.0068456999999853   10000 
0.002646800000093208   0.010036299999910625   14000 
0.004041099999994913   0.014102299999876777   15000 
0.003067099999952916   0.013378699999975652   20000 
0.06465509999998176   0.0440085000000181   50000 
0.01575019999995675   0.06068049999998948   75000 
0.023931400000037684   0.0896808999998484   100000 
0.02708519999987402   0.12682089999998425   130000 
0.04376710000019557   0.14231859999995322   150000 
0.05851599999982682   0.22496940000019094   250000 
0.0947556999999506   0.39934850000008737   500000 
0.11485579999998663   0.4693068999999923   600000 
0.1488517000000229   0.5669050999999854   750000 
0.16238530000009632   0.698403499999813   1000000 
0.3577574999999342   1.3886853999999857   2000000 
0.6991284000000633   2.8612143999998807   4000000 
0.9976804999998876   3.9440501999999924   5500000 
1.3546440999998595   4.6143065999999635   6250000 
1.430853900000102   5.37093219999997   7500000 
