Tiempo ensamblado [s]   Tiempo inversa [s]   Tamaño 
7.200000004559115e-05   0.0003962999999771455   20 
0.0003771000000369895   0.0004710999999701926   50 
0.0003778000000238535   0.0007478999999648295   70 
0.00038010000002941524   0.0011654999999564097   85 
0.0003222000000278058   0.0008388999999624502   100 
0.0004820000000336222   0.001058499999999185   150 
0.000823400000001584   0.001675700000021152   200 
0.0009279999999876054   0.00321800000000394   250 
0.001081600000020444   0.003669999999999618   300 
0.0045097000000282605   0.007828399999993962   400 
0.0060474999999655665   0.011946500000021842   500 
0.01621099999999842   0.04201829999999518   750 
0.017692399999987174   0.040387100000032206   800 
0.02241679999997359   0.07580330000001823   950 
0.023749500000008084   0.08095459999998411   1000 
0.039836600000001   0.11203649999998788   1250 
0.05366539999999986   0.15652080000000979   1400 
0.05972869999999375   0.179109799999992   1500 
0.07770579999998972   0.24015750000000935   1650 
0.09807119999999259   0.32883479999998144   1850 
0.10760349999998198   0.38801349999999957   1950 
0.1213958999999818   0.3957036000000471   2000 
0.18226110000000517   0.7157022000000097   2400 
0.33285960000000614   1.7431551999999897   3300 
0.6495540000000233   4.514501999999993   4600 
0.7587343999999803   5.612855500000023   5000 
1.8384836999999834   21.467293900000016   7500 
5.476604000000009   80.90204639999996   10000 
0.1441743000000315   0.11727299999995466   4 
8.909999996831175e-05   0.00041930000008960633   7 
6.159999998089916e-05   0.0005016000000068743   10 
0.00010620000000471919   0.0005717999999887979   20 
0.00010450000002037996   0.0006554999999934807   50 
0.0007659999999987122   0.000848300000029667   70 
0.0005114000000503438   0.000929899999960071   85 
0.0006025999999792475   0.0011494000000311644   100 
0.0006442999999762833   0.001701300000036099   150 
0.0012722999999823514   0.002327799999989111   200 
0.001257099999975253   0.004119800000012219   250 
0.0016036999999187174   0.005026300000054107   300 
0.005240200000002915   0.010196800000016992   400 
0.006824800000003961   0.02036359999999604   500 
0.01997479999999996   0.0471117999999251   750 
0.024058799999920666   0.06163420000007136   800 
0.036341600000014296   0.09433449999994536   950 
0.04478310000001784   0.09475869999994302   1000 
0.07206359999997858   0.17773490000001857   1250 
0.07443950000003952   0.27591069999994033   1400 
0.10186029999999846   0.29838230000007115   1500 
0.12000169999998889   0.41942170000004353   1650 
0.1599316000000499   0.6151138000000174   1850 
0.17846090000000459   0.6448357000000442   1950 
0.1941094000000021   0.708247599999936   2000 
0.27590140000006613   1.1729419999999209   2400 
0.4529886999999917   3.111007099999938   3300 
0.9776215000000548   8.030559599999947   4600 
1.196230499999956   9.709587100000022   5000 
2.803068499999995   34.367121699999984   7500 
5.047973400000046   61.7388107999999   10000 
0.10519030000000384   0.09239109999998618   4 
6.949999999505962e-05   0.0011531999999760956   7 
5.270000008295028e-05   0.00037159999999403226   10 
5.859999998847343e-05   0.0004984000000831657   20 
9.180000006381306e-05   0.00044570000000021537   50 
0.0003656000000091808   0.0006723999999849184   70 
0.0003516000000445274   0.0006269999998949061   85 
0.000477000000046246   0.000777499999912834   100 
0.0006027000000585758   0.001223600000002989   150 
0.0006324000000859087   0.0018876999999974942   200 
0.0010377999999491294   0.041613500000039494   250 
0.0015627999999878739   0.004112899999995534   300 
0.0036833999999998923   0.009290699999951357   400 
0.005561400000033245   0.009708399999908579   500 
0.015686500000015258   0.0422896000000037   750 
0.01883789999999408   0.036028700000088065   800 
0.028210199999989527   0.07187900000008085   950 
0.02618069999994077   0.07091990000003534   1000 
0.048459200000024794   0.12438919999999598   1250 
0.057099600000015016   0.15181670000004033   1400 
0.0616863000000194   0.1742005999999492   1500 
0.07431559999997717   0.24569469999994453   1650 
0.10067079999998896   0.34780620000003637   1850 
0.10478290000003199   0.3790447999999742   1950 
0.10815969999998742   0.4204080999999178   2000 
0.1742585000000645   0.7487179999999398   2400 
0.32244680000007975   1.6850277999999435   3300 
0.6740202000000863   4.947426599999972   4600 
0.8063250000000153   5.70859310000003   5000 
1.804337099999998   18.05301140000006   7500 
3.391928000000007   39.88896790000001   10000 
0.09901030000003175   0.10136199999999462   4 
6.289999998898566e-05   0.00027939999995396647   7 
3.870000000461005e-05   0.000331200000005083   10 
6.999999993695383e-05   0.0003971000001001812   20 
0.00014280000004873727   0.0005351999999447798   50 
0.00029510000001664594   0.0006051999999954205   70 
0.00043479999999362917   0.0008458999999447769   85 
0.0003906000000597487   0.000792599999954291   100 
0.0007986000000528293   0.0013466999999991458   150 
0.0010398000000577667   0.002604499999961263   200 
0.00118540000005396   0.0025398000000222964   250 
0.0015253000000257089   0.005376599999976861   300 
0.004217700000026525   0.007210800000052586   400 
0.004698299999972733   0.01209890000006908   500 
0.014170500000091124   0.03042629999993096   750 
0.016986599999995633   0.04772960000002513   800 
0.02455079999992904   0.06663650000007237   950 
0.03065969999988738   0.08206420000010439   1000 
0.04081820000010339   0.11708209999994779   1250 
0.04303389999995488   0.14276660000007269   1400 
0.05496729999993022   0.20218640000007326   1500 
0.07492039999999633   0.2574050000000625   1650 
0.09732259999998405   0.33669099999997343   1850 
0.10944879999999557   0.4185926999999765   1950 
0.11428929999999582   0.40701560000002246   2000 
0.16874350000000504   0.8116413000000193   2400 
0.3540998999999374   1.7484020000000555   3300 
0.6657301999999845   4.420730400000025   4600 
0.8022819999999911   5.829390999999987   5000 
1.8153072000000066   17.447127000000023   7500 
3.3116208000000142   52.51313689999995   10000 
0.15214579999997113   0.12593760000004295   4 
8.660000003146706e-05   0.0004116999999723703   7 
6.230000008144998e-05   0.00033710000002429297   10 
0.00044519999994463433   0.00044330000002901215   20 
0.00040310000008503266   0.0012246999999661057   50 
0.0008712000000059561   0.0016261999999187537   70 
0.0006938999999874795   0.0049717000000555345   85 
0.0006190999999944324   0.0049665000000231885   100 
0.0011066000000710119   0.0018987999999353633   150 
0.0010386000000153217   0.0031371000000035565   200 
0.0025542000000768894   0.004378999999971711   250 
0.0028982000000041808   0.0059823000000278626   300 
0.006116399999996247   0.011981399999967834   400 
0.008219199999984994   0.01845370000000912   500 
0.024204100000019935   0.05479000000002543   750 
0.024562199999991208   0.05899859999999535   800 
0.031937500000026375   0.10819770000000517   950 
0.0431128999999828   0.12029559999996309   1000 
0.05977980000000116   0.1858146999999235   1250 
0.08151759999998376   0.2424974000000475   1400 
0.08801479999999628   0.31816920000005666   1500 
0.11895340000000942   0.39663129999996727   1650 
0.15779480000003332   0.54307330000006   1850 
0.17571299999997336   0.6479012999999441   1950 
0.1788101000000779   0.6564710999999761   2000 
0.2559506000000056   1.1320127000000184   2400 
0.5132652000000917   2.7426783999999316   3300 
1.0039729999999736   7.6629641000000674   4600 
1.200207999999975   9.973853599999984   5000 
2.867073000000005   31.597401600000012   7500 
4.827816299999995   68.43882159999998   10000 
