Tiempo solve[s]    Tamaño 
0.20259220000298228   3 
0.00024989999656099826   7 
0.00041090000013355166   10 
0.021515899992664345   20 
0.0004059999919263646   50 
0.0004707999905804172   70 
0.00038309999217744917   85 
0.00038499999209307134   100 
0.0010538000060478225   150 
0.014368599993758835   200 
0.0013074000016786158   250 
0.02971370000159368   300 
0.003968600009102374   400 
0.032381400000303984   500 
0.020540500001516193   750 
0.0220363999978872   800 
0.054948299992247485   950 
0.057444000005489215   1000 
0.08985140000004321   1250 
0.1565998000005493   1400 
0.17562999999790918   1500 
0.19214309999370016   1650 
0.4045524999964982   1850 
0.29439060000004247   1950 
0.2805929999885848   2000 
0.547898200005875   2400 
1.0598631000029854   3300 
2.621056599993608   4600 
4.385366600006819   5000 
9.043516700010514   7500 
21.740121299997554   10000 
0.00043990000267513096   3 
0.0004107999993721023   7 
0.0006048999930499122   10 
0.00033769999572541565   20 
0.00046120000479277223   50 
0.0008054999925661832   70 
0.002475200002663769   85 
0.0029710999951930717   100 
0.0011322000063955784   150 
0.0013774999970337376   200 
0.0019010000105481595   250 
0.002223600007710047   300 
0.013807399998768233   400 
0.00633170000219252   500 
0.020830599998589605   750 
0.03857550000248011   800 
0.044114800009992905   950 
0.04870590000064112   1000 
0.13690079998923466   1250 
0.13076990000263322   1400 
0.1404463999933796   1500 
0.1827142999973148   1650 
0.2455865000083577   1850 
0.3527931999997236   1950 
0.28471730000455864   2000 
0.4709065000060946   2400 
1.1044814999913797   3300 
2.3961670999997295   4600 
3.089219500005129   5000 
9.485299699997995   7500 
19.696918999994523   10000 
0.00031570000282954425   3 
0.00018799999088514596   7 
0.0002271000121254474   10 
0.00026309999520890415   20 
0.0003989999968325719   50 
0.0004507999983616173   70 
0.0003257000062149018   85 
0.00030640000477433205   100 
0.000561100008781068   150 
0.0010819000017363578   200 
0.0016061000060290098   250 
0.005349099999875762   300 
0.006520199996884912   400 
0.0066651999950408936   500 
0.021536200001719408   750 
0.02561559999594465   800 
0.05260650000127498   950 
0.04971110000042245   1000 
0.09335579999606125   1250 
0.12225839999155141   1400 
0.13948279999021906   1500 
0.2371800999972038   1650 
0.24759009999979753   1850 
0.3081726999953389   1950 
0.32060200000705663   2000 
0.4318574000062654   2400 
1.0116739999939455   3300 
2.3475140999944415   4600 
3.1179960000008577   5000 
8.231427500009886   7500 
19.152886000010767   10000 
0.0009347000013804063   3 
0.000600800005486235   7 
0.0005964000010862947   10 
0.0005051000043749809   20 
0.0006185000092955306   50 
0.0007755999977234751   70 
0.0005970000056549907   85 
0.0007030999986454844   100 
0.001593299995874986   150 
0.0020705000060843304   200 
0.005343800003174692   250 
0.0026098999951500446   300 
0.006918500002939254   400 
0.03633299999637529   500 
0.024665899996762164   750 
0.03178659999684896   800 
0.04805589999887161   950 
0.04923930000222754   1000 
0.0925487000058638   1250 
0.10820040000544395   1400 
0.14687399999820627   1500 
0.2104232999990927   1650 
0.30467919999500737   1850 
