Tiempo eigh[s]    Tamaño 
0.031059899993124418   3 
0.00024110000231303275   7 
0.00017150001076515764   10 
0.00020229999790899456   20 
0.0005756000027759001   50 
0.0008493999921483919   70 
0.0011672999971779063   85 
0.0014217999996617436   100 
0.0029808000108459964   150 
0.004770200001075864   200 
0.008883799993782304   250 
0.012157899996964261   300 
0.022460899999714456   400 
0.03337009999086149   500 
0.12110969999048393   750 
0.1285580999974627   800 
0.2075662999995984   950 
0.3095465999940643   1000 
0.6906803999881959   1250 
0.6191867000015918   1300 
0.7243133000010857   1400 
0.9301006000023335   1500 
1.1749025999888545   1650 
1.7255321999982698   1850 
1.8622364000038942   1950 
2.04639610000595   2000 
2.3849237999966135   2100 
3.4288576999970246   2400 
8.587490899997647   3300 
21.63572400000703   4600 
26.7797000999999   5000 
0.02634369999577757   3 
0.00015249999705702066   7 
0.00014080000983085483   10 
0.00013939999917056412   20 
0.00042729999404400587   50 
0.0006455999973695725   70 
0.0010892999998759478   85 
0.001155499994638376   100 
0.002723199999309145   150 
0.004303900001104921   200 
0.006572500002221204   250 
0.009956800000509247   300 
0.01869989999977406   400 
0.02794960000028368   500 
0.12215629999991506   750 
0.11859200001345016   800 
0.23923269999795593   950 
0.2586178000055952   1000 
0.5570519999891985   1250 
0.5515457000001334   1300 
0.717763599997852   1400 
0.8741891999961808   1500 
1.1604344999941532   1650 
1.6641323000076227   1850 
1.9143172999902163   1950 
2.189712799998233   2000 
2.334965200003353   2100 
3.7047397999995155   2400 
8.364377300007618   3300 
21.299697900001775   4600 
27.321864199999254   5000 
0.021416699994006194   3 
0.00017269999079871923   7 
0.0002080000122077763   10 
0.0002727999963099137   20 
0.0004690000059781596   50 
0.0008010000019567087   70 
0.0010866000084206462   85 
0.001574499998241663   100 
0.002779899994493462   150 
0.004988100001355633   200 
0.007018299991614185   250 
0.012503600009949878   300 
0.026826200002687983   400 
0.03093940000690054   500 
0.1159102000092389   750 
0.16200569999637082   800 
0.23405579999962356   950 
0.2869602999999188   1000 
0.5084176000091247   1250 
0.5565058999927714   1300 
0.7136707000026945   1400 
0.8707034999970347   1500 
1.1415643000073032   1650 
1.7083185000083176   1850 
2.6600242999993498   1950 
2.077561700003571   2000 
2.376045900004101   2100 
3.589243800000986   2400 
8.213403200003086   3300 
21.153734699997585   4600 
26.554729399998905   5000 
0.02052439999533817   3 
0.0002271999983349815   7 
0.00014849999570287764   10 
0.0002145999897038564   20 
0.0005540999991353601   50 
0.000861099993926473   70 
0.0011541999992914498   85 
0.00149859998782631   100 
0.002877699997043237   150 
0.004584000009344891   200 
0.0068281999992905185   250 
0.011046799991163425   300 
0.018761899991659448   400 
0.028950699997949414   500 
0.09828120000020135   750 
0.12428709999949206   800 
0.2273809999896912   950 
0.2644834999955492   1000 
0.5251783999992767   1250 
0.5552480000042124   1300 
0.6776467000017874   1400 
0.8811458999989554   1500 
1.1362873000034597   1650 
1.5788802999886684   1850 
1.8087913999916054   1950 
1.9520562999969115   2000 
2.2311427000095136   2100 
3.3022984999988694   2400 
8.125970699999016   3300 
21.18094160000328   4600 
26.3465140999906   5000 
0.025925100009771995   3 
0.00017100000695791095   7 
0.00012229999992996454   10 
0.00015150000399444252   20 
0.0004515000036917627   50 
0.0010445999942021444   70 
0.0012271000014152378   85 
0.0015130999963730574   100 
0.0032192999933613464   150 
0.004497599991736934   200 
0.007118499997886829   250 
0.01066529999661725   300 
0.02560339999035932   400 
0.028118899994296953   500 
0.1149128999968525   750 
0.14942549999977928   800 
0.25255180000385735   950 
0.28645709999545943   1000 
0.5617134000058286   1250 
0.805856799997855   1300 
0.9883258000045316   1400 
1.0002624000044307   1500 
1.2125500999973156   1650 
1.6698101999936625   1850 
1.9206902000005357   1950 
2.0386015999974916   2000 
2.366847700002836   2100 
3.3074006000097143   2400 
8.268645399992238   3300 
21.6609701999987   4600 
28.508644000001368   5000 
0.02359959999739658   3 
0.00014819999341852963   7 
0.00012049998622387648   10 
0.00015669999993406236   20 
0.0004276000108802691   50 
0.0006787000020267442   70 
0.0014203000027919188   85 
0.001663400005782023   100 
0.003583099998650141   150 
0.004130400004214607   200 
0.006937500002095476   250 
0.010182900005020201   300 
0.01928399999451358   400 
0.03070560000196565   500 
0.08877190000202972   750 
0.1268875000096159   800 
0.20976249998784624   950 
0.2733513999992283   1000 
0.587588099995628   1250 
0.6451462999975774   1300 
0.806417199986754   1400 
0.8808643000083975   1500 
1.167730200002552   1650 
1.5789401999936672   1850 
1.88268729999254   1950 
1.9452588999993168   2000 
2.2067804999969667   2100 
3.332537299997057   2400 
8.31048830000509   3300 
21.68539199999941   4600 
26.79722569999285   5000 
0.028801299995393492   3 
0.00017279999156016856   7 
9.620000491850078e-05   10 
0.00026020000223070383   20 
0.0006746999861206859   50 
0.0007960000075399876   70 
0.0010353999969083816   85 
0.0013651999906869605   100 
0.0026849999994738027   150 
0.0043375999957788736   200 
0.008163100006640889   250 
0.012942799992742948   300 
0.020511999988229945   400 
0.033561999996891245   500 
0.10568949999287724   750 
0.1288118999946164   800 
0.20141090000106487   950 
0.2563947000016924   1000 
0.5475620000070194   1250 
0.5752325000066776   1300 
0.682105900006718   1400 
0.8421224000048824   1500 
1.1789084000047296   1650 
1.6161100000026636   1850 
1.8352374999958556   1950 
2.453112399991369   2000 
2.6827283000020543   2100 
3.3874244000035105   2400 
8.471986000004108   3300 
21.967583000005106   4600 
29.357145900008618   5000 
0.022874400005093776   3 
0.00022020000324118882   7 
0.00013810000382363796   10 
0.0004993000038666651   20 
0.000625100001343526   50 
0.0015641999925719574   70 
0.0012695999903371558   85 
0.0013392999971983954   100 
0.002814000006765127   150 
0.005166599992662668   200 
0.0074874999991152436   250 
0.013353600006666966   300 
0.02209959999890998   400 
0.03566699998918921   500 
0.11259530000097584   750 
0.1556640999915544   800 
0.3559138999989955   950 
0.31248069999855943   1000 
0.5391298000031384   1250 
0.5891144000052009   1300 
0.7193945000035455   1400 
0.8481131999869831   1500 
1.120883199997479   1650 
1.53788020000502   1850 
1.8069792999885976   1950 
2.1145068999903742   2000 
2.3438622999965446   2100 
3.2718222999974387   2400 
8.286456200003158   3300 
20.81079440000758   4600 
26.50306509999791   5000 
0.021195000008447096   3 
0.00017780000052880496   7 
0.00019489999976940453   10 
0.0002158999996026978   20 
0.0005510000046342611   50 
0.0008575999963795766   70 
0.0011478999949758872   85 
0.0016008000093279406   100 
0.002705000006244518   150 
0.003933100000722334   200 
0.00782220000110101   250 
0.013090000007650815   300 
0.018666900010430254   400 
0.027844700001878664   500 
0.0957879000052344   750 
0.1274965000047814   800 
0.25363419999484904   950 
0.26423590000194963   1000 
0.5110716999915894   1250 
0.5820198000001255   1300 
0.7418425000068964   1400 
0.8739774999994552   1500 
1.149430300007225   1650 
1.5204515999939758   1850 
1.8385041000001365   1950 
2.098088500002632   2000 
2.220470900007058   2100 
3.2392504000017652   2400 
8.109883800003445   3300 
20.93343509999977   4600 
27.634845100008533   5000 
0.02097959999809973   3 
0.00016899999172892421   7 
0.00025510000705253333   10 
0.00019850001262966543   20 
0.0003995999868493527   50 
0.0006012999947415665   70 
0.0008324000082211569   85 
0.0011971999920206144   100 
0.0026527000009082258   150 
0.004365000000689179   200 
0.00838579999981448   250 
0.04453440000361297   300 
0.07112730000517331   400 
0.03983570000855252   500 
0.11076960001082625   750 
0.15145699999993667   800 
0.2637327999982517   950 
0.27276639999763574   1000 
0.5121987000020454   1250 
0.5484586000093259   1300 
0.7134992999926908   1400 
0.846778599996469   1500 
1.2009430000034627   1650 
1.7761605999985477   1850 
1.8848300999961793   1950 
2.000445600002422   2000 
2.285230599998613   2100 
3.2138966000056826   2400 
8.111958500012406   3300 
21.522830200003227   4600 
31.9543479999993   5000 
