Tiempo eigh[s]    Tamaño 
0.01897199999075383   3 
0.00024680000205989927   7 
0.00018400000408291817   10 
0.0004457000031834468   20 
0.0007173000049078837   50 
0.0008879000088199973   70 
0.0012451000075088814   85 
0.003963399998610839   100 
0.0024139999877661467   150 
0.004321800006437115   200 
0.011507399991387501   250 
0.012366800001473166   300 
0.021092599999974482   400 
0.03683110000565648   500 
0.11225589999230579   750 
0.19836880000366364   800 
0.19932020000123885   950 
0.3736586000013631   1000 
1.1686998000077438   1250 
1.116579499997897   1300 
0.8684103999985382   1400 
1.3032871000032173   1500 
1.5930994000082137   1650 
2.0321889000042574   1850 
2.8250586000067415   1950 
2.7036332999996375   2000 
2.8916409999947064   2100 
3.976391499993042   2400 
9.872089299999061   3300 
21.215113700003712   4600 
31.526997399996617   5000 
0.020366500000818633   3 
0.0002612999960547313   7 
0.00022539999918080866   10 
0.000251900011789985   20 
0.004249300007359125   50 
0.0010583999974187464   70 
0.03149170000688173   85 
0.00304320000577718   100 
0.009986699995351955   150 
0.005532800001674332   200 
0.014734900003531948   250 
0.020347099998616613   300 
0.030247200003941543   400 
0.045129599995561875   500 
0.14949809999961872   750 
0.1562227999966126   800 
0.2718228000012459   950 
0.3460084999969695   1000 
0.7044132000009995   1250 
0.8091156000009505   1300 
1.1579696999979205   1400 
1.326719000004232   1500 
1.2677630000107456   1650 
1.4092112999933306   1850 
1.839356399999815   1950 
2.0081697999994503   2000 
2.9257197999977507   2100 
3.9895475000084843   2400 
8.387547799997265   3300 
22.53276439999172   4600 
29.05983309999283   5000 
0.017500199988717213   3 
0.00020929999300278723   7 
0.00021189999824855477   10 
0.0002221999893663451   20 
0.01599370001349598   50 
0.0010897000029217452   70 
0.0009714000043459237   85 
0.00170310000248719   100 
0.004650899994885549   150 
0.004865199996856973   200 
0.009533799995551817   250 
0.011565100008738227   300 
0.054558699994231574   400 
0.041884200007189065   500 
0.11337639999692328   750 
0.16370220000681002   800 
0.28108530001190957   950 
0.34137739999277983   1000 
0.5856864000088535   1250 
0.47386460000416264   1300 
0.6796011999977054   1400 
0.8818342000013217   1500 
1.0518176000041422   1650 
1.6294994999916526   1850 
1.9824980000121286   1950 
2.0497851999971317   2000 
2.2917713000060758   2100 
3.7111348000034923   2400 
10.011368000006769   3300 
25.09204289999616   4600 
30.559626500005834   5000 
0.013793899997835979   3 
0.0001762000028975308   7 
0.00014220000593923032   10 
0.0001419000036548823   20 
0.00042529999336693436   50 
0.0009327000007033348   70 
0.001224099993123673   85 
0.0012753999908454716   100 
0.007216300000436604   150 
0.00579460000153631   200 
0.010060999993584119   250 
0.014569200007827021   300 
0.02242030001070816   400 
0.04267039999831468   500 
0.1841971999965608   750 
0.14602129999548197   800 
0.2863420999929076   950 
0.3132839000027161   1000 
0.5651784999936353   1250 
0.6025765999947907   1300 
0.8120934000035049   1400 
0.8755904999998165   1500 
1.5812563999934355   1650 
1.9334835999907227   1850 
2.126591799999005   1950 
2.3088294999906793   2000 
2.711552099994151   2100 
3.6451725000079023   2400 
9.380452500001411   3300 
23.584638500004075   4600 
31.69780389999505   5000 
0.015960899996571243   3 
0.00022590000298805535   7 
0.00031550000130664557   10 
0.0003082000039285049   20 
0.0006979000027058646   50 
0.0009603000071365386   70 
0.001086299991584383   85 
0.00147570000262931   100 
0.00732129999960307   150 
0.0045735000021522865   200 
