Tiempo solve[s]    Tamaño 
0.6583920999983093   3 
0.00034389999927952886   7 
0.02533170000242535   10 
0.025129900008323602   20 
0.0005106000025989488   50 
0.013946999999461696   70 
0.018049999998765998   85 
0.0072623000014573336   100 
0.01850170000398066   150 
0.0014401999942492694   200 
0.0023855999897932634   250 
0.029349699994781986   300 
0.00519969999731984   400 
0.011156100008520298   500 
0.09952759998850524   750 
0.051178499998059124   800 
0.04842140000255313   950 
0.07610669999849051   1000 
0.08641889999853447   1250 
0.15596990000631195   1400 
0.1403208999981871   1500 
0.17776400000730064   1650 
0.23216680000768974   1850 
0.34578509999846574   1950 
0.2838879999908386   2000 
0.471193499994115   2400 
1.0646438999974634   3300 
2.4755651999876136   4600 
3.134086300007766   5000 
9.960165500000585   7500 
21.083138999994844   10000 
0.0003451000084169209   3 
0.0002837000065483153   7 
0.00032809999538585544   10 
0.00045790000876877457   20 
0.0005419999943114817   50 
0.0005251999973552302   70 
0.0006534999993164092   85 
0.0004470999992918223   100 
0.0007014999864622951   150 
0.001958799999556504   200 
0.00330400001257658   250 
0.0027162000042153522   300 
0.005533899995498359   400 
0.006933099997695535   500 
0.025202399992849678   750 
0.03649079999013338   800 
0.04518929999903776   950 
0.053285100002540275   1000 
0.09514429999398999   1250 
0.11246279999613762   1400 
0.12256249999336433   1500 
0.16248040000209585   1650 
0.2387400999868987   1850 
0.2844199999963166   1950 
0.34358409998822026   2000 
0.5046619999920949   2400 
1.0773047000111546   3300 
2.431792499992298   4600 
3.0938567999983206   5000 
9.353122600005008   7500 
21.717099799992866   10000 
0.0002646999928401783   3 
0.00032729998929426074   7 
0.0002457999944454059   10 
0.0002440999960526824   20 
0.00028079999901819974   50 
0.00041769999370444566   70 
0.06009350001113489   85 
0.0022933999862289056   100 
0.000903200008906424   150 
0.001290500003960915   200 
0.001527400003396906   250 
0.0017103999998653308   300 
0.005746100010583177   400 
0.009220300009474158   500 
0.03094029999920167   750 
0.031831999993301   800 
0.04421770000772085   950 
0.09422949999861885   1000 
0.09043900000688154   1250 
0.09684810000180732   1400 
0.11280519999854732   1500 
0.22559390000242274   1650 
0.22712250000040513   1850 
0.2568370000080904   1950 
0.2737946999986889   2000 
0.5117734000086784   2400 
1.1028569999907631   3300 
2.496094499991159   4600 
3.1559334000048693   5000 
9.697010999996564   7500 
21.527272099992842   10000 
0.0002869000018108636   3 
0.0003440000000409782   7 
0.00019880000036209822   10 
0.00021440000273287296   20 
0.00031019999005366117   50 
0.0009864000021480024   70 
0.0004008999967481941   85 
0.0004406000080052763   100 
0.000658600009046495   150 
0.0017348999972455204   200 
0.0015988000086508691   250 
0.002893900003982708   300 
0.004826499993214384   400 
0.0078664999891771   500 
0.022991299993009306   750 
0.027437700002337806   800 
0.06299829999625217   950 
0.06919100000231992   1000 
0.09507110000413377   1250 
0.1332315000036033   1400 
0.11450239999976475   1500 
0.16385870000522118   1650 
0.2205948999908287   1850 
0.294417600001907   1950 
0.2922890999907395   2000 
0.444636400003219   2400 
1.0515988999977708   3300 
2.5853561999974772   4600 
3.121084799990058   5000 
9.176496000000043   7500 
21.67124270000204   10000 
0.00036469999758992344   3 
0.0001697000116109848   7 
0.00018010000349022448   10 
0.00021019999985583127   20 
0.002973399998154491   50 
0.00493589999678079   70 
0.0009002000006148592   85 
0.0008068000024650246   100 
0.002311600008397363   150 
0.0015522000030614436   200 
0.002205199998570606   250 
0.0033718999911798164   300 
0.0072081000107573345   400 
0.009851899987552315   500 
0.03187859999889042   750 
0.02898460000869818   800 
0.04911169999104459   950 
0.062480199994752184   1000 
0.09346119999827351   1250 
0.12014349999662954   1400 
0.12181389999750536   1500 
0.16454840000369586   1650 
0.23844470000767615   1850 
0.2814390999992611   1950 
0.28998039998987224   2000 
0.49396320000232663   2400 
1.0904546999954619   3300 
2.4765627999877324   4600 
3.130948999998509   5000 
9.130183800007217   7500 
21.805348800000502   10000 
0.000338400001055561   3 
0.00035539999953471124   7 
0.0003212000010535121   10 
0.0003564000071492046   20 
0.0005330999993020669   50 
0.0005619000003207475   70 
0.0007772000099066645   85 
0.0006935999990673736   100 
0.000901399995200336   150 
0.0015810000040801242   200 
0.0013134000037098303   250 
0.002191299994592555   300 
0.005721499997889623   400 
0.009657600006903522   500 
0.02670199998829048   750 
0.03129590000025928   800 
0.05271919998631347   950 
0.059396600001491606   1000 
0.09078569999837782   1250 
0.11500390000583138   1400 
0.13258550000318792   1500 
0.16249029999016784   1650 
0.2676160999981221   1850 
0.2710095999937039   1950 
0.2850643000128912   2000 
0.46456880000187084   2400 
1.169863200004329   3300 
2.488926399993943   4600 
3.1467395999934524   5000 
9.93907369999215   7500 
31.949594000005163   10000 
0.000753700005589053   3 
0.0002843000111170113   7 
0.00034229998709633946   10 
0.0004251000063959509   20 
0.0005907000013394281   50 
0.0005909000028623268   70 
0.000596800004132092   85 
0.0004918000049656257   100 
0.0008610000077169389   150 
0.003411099998629652   200 
0.0024603000056231394   250 
0.002774599997792393   300 
0.00848579999001231   400 
0.01631039999483619   500 
0.028608799999346957   750 
0.061380700004519895   800 
0.058511600000201724   950 
0.07309010000608396   1000 
0.18402499999501742   1250 
0.31697040000290144   1400 
0.21971349998784717   1500 
0.26074500000686385   1650 
0.3674440000031609   1850 
0.29977680000592954   1950 
0.3318174000014551   2000 
0.5722306999959983   2400 
1.295646400001715   3300 
3.10140469999169   4600 
4.654271399995196   5000 
13.933096900000237   7500 
33.276407199999085   10000 
0.0007511000003432855   3 
0.0007609000022057444   7 
0.0004859000036958605   10 
0.0004454000008990988   20 
0.0005840999947395176   50 
0.0008020000095712021   70 
0.0008643000037409365   85 
0.0011302000057185069   100 
0.0029282999894348904   150 
0.0018007000035140663   200 
0.0030189999961294234   250 
0.0028381000010995194   300 
0.005567000000155531   400 
0.013629599998239428   500 
0.03152980000595562   750 
0.04630159999942407   800 
0.061903599998913705   950 
0.08051319999503903   1000 
0.1134509999974398   1250 
0.15543119999347255   1400 
0.18614769999112468   1500 
0.28383830000529997   1650 
0.3352381000004243   1850 
0.3709694999997737   1950 
0.4204902000055881   2000 
0.6497329999983776   2400 
1.501959799992619   3300 
3.618532899999991   4600 
4.468890299991472   5000 
15.488426299998537   7500 
32.81212959998811   10000 
0.0004910999996354803   3 
0.0002842999965650961   7 
0.00018770000315271318   10 
0.00044440000783652067   20 
0.0009734999912325293   50 
0.0009411999926669523   70 
0.0009633000008761883   85 
0.001691400000709109   100 
0.0015341999969678   150 
0.0016746000037528574   200 
0.0038730999949621037   250 
0.008589900011429563   300 
0.007936200010590255   400 
0.01614999999583233   500 
