Tiempo eigh[s]    Tamaño 
0.02501029999984894   3 
0.00025260000256821513   7 
0.000178700007381849   10 
0.00022319999698083848   20 
0.0006334999925456941   50 
0.000787899989518337   70 
0.006102900006226264   85 
0.0014839000068604946   100 
0.003481899999314919   150 
0.0056170000025304034   200 
0.010359899999457411   250 
0.016581000003498048   300 
0.027179099997738376   400 
0.0730286000034539   500 
0.1736382999952184   750 
0.1855667999916477   800 
0.3756925999914529   950 
0.8151154999941355   1000 
0.9576909000024898   1250 
1.01477700000396   1300 
1.1007480999978725   1400 
1.3459760999976425   1500 
1.7834392999939155   1650 
2.4251892999891425   1850 
2.7808906999998726   1950 
2.995961599997827   2000 
3.4162563999998383   2100 
5.0067601000046125   2400 
12.307198900001822   3300 
35.975239899998996   4600 
58.55458209999779   5000 
0.04103780000878032   3 
0.0002851999888662249   7 
0.00013619998935610056   10 
0.00015419999544974416   20 
0.0004794999986188486   50 
0.0009033000096678734   70 
0.005746900002122857   85 
0.0020334000000730157   100 
0.003836800009594299   150 
0.005651500003295951   200 
0.00808659999165684   250 
0.016090499993879348   300 
0.03452139999717474   400 
0.041850900001008995   500 
0.2259990999882575   750 
0.27030449999438133   800 
0.47132719999353867   950 
0.6304841999954078   1000 
1.0881487000006018   1250 
1.076585899994825   1300 
1.4361072000028798   1400 
1.679798999990453   1500 
2.453309200005606   1650 
2.9528815999947255   1850 
3.3420007999957306   1950 
3.442534900008468   2000 
3.9335539000021527   2100 
6.683527899993351   2400 
16.036280999993323   3300 
38.78089259999979   4600 
47.12625049999042   5000 
0.03097759999218397   3 
0.00023740000324323773   7 
0.00018010000349022448   10 
0.00025460000324528664   20 
0.0004596999933710322   50 
0.0006434999959310517   70 
0.0011217999999644235   85 
0.0014792000001762062   100 
0.007554700001492165   150 
0.008781600001384504   200 
0.007995599997229874   250 
0.02355399999942165   300 
0.033216699986951426   400 
0.04594350000843406   500 
0.1777841000002809   750 
0.2972291000041878   800 
0.46394970000255853   950 
0.6866461000026902   1000 
1.125507100005052   1250 
1.3484077000030084   1300 
1.607792700000573   1400 
1.8423720999999205   1500 
2.3035330999991857   1650 
3.3957230000087293   1850 
3.7803232000005664   1950 
4.308304899997893   2000 
4.306140099986806   2100 
6.066847699999926   2400 
14.839465800003381   3300 
52.13034190000326   4600 
55.94095209999068   5000 
0.03138899999612477   3 
0.0002330999996047467   7 
0.00020560000848490745   10 
0.0002581999870017171   20 
0.0006826000026194379   50 
0.002184900004067458   70 
0.0015353000053437427   85 
0.001517600001534447   100 
0.007997099994099699   150 
0.005168899995624088   200 
0.008201799995731562   250 
0.018653699997230433   300 
0.028954599998542108   400 
0.04508539999369532   500 
0.18090700000175275   750 
0.25716219999594614   800 
0.4760699000034947   950 
0.4450614000088535   1000 
0.8782619999983581   1250 
0.9589781999966362   1300 
1.37740670000494   1400 
1.464795799998683   1500 
2.0330745999963256   1650 
2.8532340999954613   1850 
2.988276499992935   1950 
3.3713074999977835   2000 
3.74392780000926   2100 
5.5748108999978285   2400 
13.699197900001309   3300 
35.73309929999232   4600 
56.115077700000256   5000 
0.030643999998574145   3 
0.00024049999774433672   7 
0.00015160000475589186   10 
0.00016229999891947955   20 
0.0005935999943176284   50 
0.0008010000019567087   70 
0.0012403000000631437   85 
0.0035866999969584867   100 
0.004291999997803941   150 
0.004297999999835156   200 
0.011433399995439686   250 
0.014945299990358762   300 
0.02832289999059867   400 
0.07428829999116715   500 
0.24184029999014456   750 
0.23511599999619648   800 
0.4346584000013536   950 
0.5275926999893272   1000 
0.999732900003437   1250 
1.0772418999986257   1300 
1.2485477000009269   1400 
1.480377599989879   1500 
2.0366939999948954   1650 
3.1267484999989392   1850 
3.574106300002313   1950 
3.5690394999983255   2000 
4.13690779999888   2100 
6.762572099993122   2400 
13.91565319999063   3300 
39.84384770000179   4600 
57.3042460999859   5000 
0.035610300008556806   3 
0.0002592999953776598   7 
0.00037029999657534063   10 
0.00018429999181535095   20 
0.0005385999975260347   50 
0.0009810000046854839   70 
0.0012371999910101295   85 
0.0013978000060888007   100 
0.003983999995398335   150 
0.007907999999588355   200 
0.0184156999894185   250 
0.01561030000448227   300 
0.059645500004990026   400 
0.1092136999941431   500 
0.2961966000002576   750 
0.3787376999971457   800 
0.6593905999907292   950 
0.707436400000006   1000 
1.2608949999994365   1250 
1.318244100009906   1300 
1.7125637999997707   1400 
1.7117777000094065   1500 
2.7983365999971284   1650 
3.06791019999946   1850 
3.8785029999999097   1950 
3.5795564000000013   2000 
4.713631200007512   2100 
8.010882999995374   2400 
17.005179800005862   3300 
39.354060099998605   4600 
59.824179199989885   5000 
0.03539360000286251   3 
0.0003159000043524429   7 
0.00016290000348817557   10 
0.000301799998851493   20 
0.00046440000005532056   50 
0.0009185000089928508   70 
0.0016367000062018633   85 
0.005391200000303797   100 
0.003583700003218837   150 
0.006899199986946769   200 
0.013897700002416968   250 
0.013603800005512312   300 
0.03450150000571739   400 
0.050749899994116277   500 
0.2635716000077082   750 
0.25251039999420755   800 
0.457455800002208   950 
0.520494399999734   1000 
1.0405320999998366   1250 
1.0970259000023361   1300 
1.5760263000120176   1400 
1.637076099999831   1500 
2.187389800004894   1650 
2.8000012999982573   1850 
3.315141400002176   1950 
3.5360622000007425   2000 
4.043257199999061   2100 
5.665443299993058   2400 
17.814218400002574   3300 
41.45011710000108   4600 
36.825937300003716   5000 
0.023888999989139847   3 
0.00014899999951012433   7 
0.00012170000991318375   10 
0.00021649998961947858   20 
0.00048160000005736947   50 
0.0009482000023126602   70 
0.0011803999950643629   85 
0.0015988000086508691   100 
0.0025342000008095056   150 
0.004755499991006218   200 
0.006471000000601634   250 
0.009947200000169687   300 
0.024740299995755777   400 
0.031280299997888505   500 
0.09829049999825656   750 
0.13355280000541825   800 
0.24288780000642873   950 
0.29411119999713264   1000 
0.6293256000062684   1250 
0.5843566000112332   1300 
0.7889799999975367   1400 
1.0908110000018496   1500 
1.3348075999965658   1650 
1.6420612999936566   1850 
1.8975470000004862   1950 
2.032524200010812   2000 
2.3104684999998426   2100 
3.607923799994751   2400 
8.802248699998017   3300 
23.239880300010554   4600 
38.551695500005735   5000 
0.032335199997760355   3 
0.00018080000882036984   7 
0.00013139999646227807   10 
0.0003037999995285645   20 
0.0007954000029712915   50 
0.0022000000026309863   70 
0.0009632000001147389   85 
0.004898899991530925   100 
0.0052490999951260164   150 
0.004720900004031137   200 
0.011108799997600727   250 
0.016245999999227934   300 
0.03197850000287872   400 
0.06828750000568107   500 
0.2552387000032468   750 
0.3330763999983901   800 
0.5115749999968102   950 
0.7643500999984099   1000 
0.8978701000014553   1250 
0.8863239999918733   1300 
1.0223998000001302   1400 
1.57374219999474   1500 
2.0546413000120083   1650 
2.7504526999982772   1850 
3.2084795999980997   1950 
2.8805321999971056   2000 
3.8447788000048604   2100 
5.6015700999996625   2400 
10.020276399998693   3300 
24.222322400004487   4600 
41.113833099996555   5000 
0.031666900002164766   3 
0.0002519999979995191   7 
0.0009320999961346388   10 
0.00019829999655485153   20 
0.00040020000596996397   50 
0.0008014999912120402   70 
0.0013124000106472522   85 
0.00213060001260601   100 
0.003993200007244013   150 
0.006753699999535456   200 
0.01139790000161156   250 
0.01248249999480322   300 
0.02092929999344051   400 
0.04266469999856781   500 
0.1260006000084104   750 
0.17444020000402816   800 
0.39175819999945816   950 
0.4188966999936383   1000 
0.999675400002161   1250 
0.8028736999985995   1300 
1.1862755000038305   1400 
1.6307825999974739   1500 
1.8342974999977741   1650 
2.2956453999941004   1850 
2.9173135999881197   1950 
3.065297900000587   2000 
3.923240000003716   2100 
5.871758199995384   2400 
11.373537899999064   3300 
23.297451400008867   4600 
29.825553400005447   5000 
