Tiempo solve[s]    Tamaño 
0.21754680000594817   3 
0.012557699999888428   7 
0.001224999999976717   10 
0.0017146000027423725   20 
0.01230760000180453   50 
0.022593800007598475   70 
0.0007916000031400472   85 
0.04240750000462867   100 
0.0011892000038642436   150 
0.0018273000023327768   200 
0.002709099993808195   250 
0.002398299999185838   300 
0.0042874000064330176   400 
0.007746800009044819   500 
0.019221899987314828   750 
0.0202216000034241   800 
0.02458199999819044   950 
0.03388210000412073   1000 
0.06352959999640007   1250 
0.06948130000091624   1400 
0.08339159999741241   1500 
0.12366240000119433   1650 
0.23006689999601804   1850 
0.4149162000103388   1950 
0.20378470000287052   2000 
0.2785219999932451   2400 
0.6756857000000309   3300 
1.4919662999891443   4600 
1.761376599999494   5000 
5.198974799990538   7500 
11.000683599995682   10000 
0.0005110999918542802   3 
0.0004309000069042668   7 
0.00038810000114608556   10 
0.00047279999125748873   20 
0.0006481000018538907   50 
0.0015722999960416928   70 
0.0009685999975772575   85 
0.0021413000067695975   100 
0.0016158999933395535   150 
0.0016685000009601936   200 
0.002250999998068437   250 
0.0027039000124204904   300 
0.004725299993879162   400 
0.006914099998539314   500 
0.02518900000723079   750 
0.019111800007522106   800 
0.03238549998786766   950 
0.03707939999003429   1000 
0.09151310000743251   1250 
0.07450850000896025   1400 
0.09018050000304356   1500 
0.12171259999740869   1650 
0.18082789999607485   1850 
0.22337510000215843   1950 
0.20692670000426006   2000 
0.2785485000058543   2400 
0.6651997000008123   3300 
1.4801379000127781   4600 
1.819083900001715   5000 
7.9774682999996   7500 
12.891008899998269   10000 
0.0003552999987732619   3 
0.0003426000039326027   7 
0.00043319999531377107   10 
0.00033740000799298286   20 
0.0007580999954370782   50 
0.0003927999932784587   70 
0.0005955999949947   85 
0.0008352000004379079   100 
0.0013805999915348366   150 
0.0035481999948387966   200 
0.0025727000029291958   250 
0.002991200002725236   300 
0.004673999996157363   400 
0.0057554999948479235   500 
0.020269400003599003   750 
0.020249699999112636   800 
0.03532660000200849   950 
0.03584480000426993   1000 
0.0724150999885751   1250 
0.07483579999825452   1400 
0.1255823999963468   1500 
0.15668999998888467   1650 
0.18010629998752847   1850 
0.20621509999909904   1950 
0.20338609999453183   2000 
0.3007357000024058   2400 
0.6390826999995625   3300 
1.4817202999984147   4600 
1.8748484999960056   5000 
5.270741200001794   7500 
10.640711999993073   10000 
0.00047289999201893806   3 
0.00036109999928157777   7 
0.0003367000026628375   10 
0.0003271000023232773   20 
0.0003549000102793798   50 
0.0003794999938691035   70 
0.000887800008058548   85 
0.0005680999893229455   100 
0.0006315000064205378   150 
0.001225600004545413   200 
0.0015550999960396439   250 
0.001649899990297854   300 
0.004716299998108298   400 
0.005501699997694232   500 
0.019862600005581044   750 
0.016566199992666952   800 
0.030828100003418513   950 
0.032657000003382564   1000 
0.059767400001874194   1250 
0.1270548000029521   1400 
0.09770009999920148   1500 
0.11194880001130514   1650 
0.17050329998892266   1850 
0.22230280000076164   1950 
0.20396879999316297   2000 
0.27755540001089685   2400 
0.6435104999982286   3300 
1.4211660999862943   4600 
1.7695602000021609   5000 
